"","X","Y","Z","loc","jaar"
"1:1107",204100.79,187012.057,20.69,"schurfert5-52","2016"
"1:1108",204100.328,187011.054,20.653,"schurfert5-53","2016"
"1:1109",204099.486,187009.507,20.64,"schurfert5-54","2016"
"1:1110",204099.088,187008.107,20.762,"schurfert5-55","2016"
"1:1111",204098.649,187007.033,21.097,"schurfert5-56","2016"
"1:1112",204101.963,187005.906,20.916,"schurfert5-57","2016"
"1:1113",204102.265,187006.763,20.824,"schurfert5-58","2016"
"1:1114",204102.819,187008.273,20.673,"schurfert5-59","2016"
"1:1115",204103.189,187009.649,20.664,"schurfert5-60","2016"
"1:1116",204103.79,187011.07,20.862,"schurfert5-61","2016"
"1:1117",204105.928,187008.777,20.627,"schurfert5-62","2016"
"1:1118",204105.773,187006.926,20.625,"schurfert5-63","2016"
"1:1119",204105.439,187005.66,20.767,"schurfert5-64","2016"
"1:1120",204104.976,187004.52,21.107,"schurfert5-65","2016"
"1:1121",204107.893,187003.684,21.082,"schurfert5-66","2016"
"1:1122",204108.073,187004.521,20.835,"schurfert5-67","2016"
"1:1123",204108.805,187006.133,20.623,"schurfert5-68","2016"
"1:1124",204109.026,187007.516,20.665,"schurfert5-69","2016"
"1:1125",204109.674,187008.838,20.632,"schurfert5-70","2016"
"1:1129",204158.123,186990.504,20.976,"schurfert6-1","2016"
"1:1130",204157.95,186991.316,20.703,"schurfert6-2","2016"
"1:1131",204158.119,186993.21,20.7,"schurfert6-3","2016"
"1:1132",204158.35,186994.696,20.764,"schurfert6-4","2016"
"1:1133",204158.54,186995.998,20.888,"schurfert6-5","2016"
"1:1134",204162.723,186995.237,20.929,"schurfert6-6","2016"
"1:1135",204162.216,186993.909,20.62,"schurfert6-7","2016"
"1:1136",204161.925,186992.994,20.525,"schurfert6-8","2016"
"1:1137",204161.598,186991.843,20.712,"schurfert6-9","2016"
"1:1138",204161.52,186990.254,21.011,"schurfert6-10","2016"
"1:1139",204165.519,186989.076,21.058,"schurfert6-11","2016"
"1:1140",204165.657,186990.086,20.676,"schurfert6-12","2016"
"1:1141",204166.063,186991.829,20.226,"schurfert6-13","2016"
"1:1142",204166.317,186992.972,20.425,"schurfert6-14","2016"
"1:1143",204166.622,186994.439,20.848,"schurfert6-15","2016"
"1:1144",204168.969,186994.159,20.73,"schurfert6-16","2016"
"1:1145",204168.903,186992.915,20.464,"schurfert6-17","2016"
"1:1146",204169.006,186992.084,20.207,"schurfert6-18","2016"
"1:1147",204169.06,186990.899,20.413,"schurfert6-19","2016"
"1:1148",204169.168,186989.752,20.86,"schurfert6-20","2016"
"1:1149",204171.616,186988.748,21.081,"schurfert6-21","2016"
"1:1150",204171.394,186990.128,20.434,"schurfert6-22","2016"
"1:1151",204171.398,186991.858,20.091,"schurfert6-23","2016"
"1:1152",204171.436,186993.032,20.199,"schurfert6-24","2016"
"1:1153",204171.79,186994.324,20.82,"schurfert6-25","2016"
"1:1154",204174.653,186994.481,20.749,"schurfert6-26","2016"
"1:1155",204174.836,186993.174,20.338,"schurfert6-27","2016"
"1:1156",204174.767,186992.273,20.369,"schurfert6-28","2016"
"1:1157",204174.72,186991.02,20.115,"schurfert6-29","2016"
"1:1158",204175.177,186989.976,20.539,"schurfert6-30","2016"
"1:1159",204177.969,186990.669,20.974,"schurfert6-31","2016"
"1:1160",204178.075,186991.836,20.166,"schurfert6-32","2016"
"1:1161",204178.298,186992.554,20.395,"schurfert6-33","2016"
"1:1162",204178.316,186993.651,20.765,"schurfert6-34","2016"
"1:1163",204178.287,186994.792,20.884,"schurfert6-35","2016"
"1:1164",204181.512,186994.694,20.709,"schurfert6-36","2016"
"1:1165",204181.417,186993.772,20.669,"schurfert6-37","2016"
"1:1166",204181.389,186992.662,20.635,"schurfert6-38","2016"
"1:1167",204181.323,186991.671,20.706,"schurfert6-39","2016"
"1:1168",204181.606,186990.434,20.836,"schurfert6-40","2016"
"1:1169",204185.077,186990.573,21.213,"schurfert6-41","2016"
"1:1170",204184.991,186991.281,20.628,"schurfert6-42","2016"
"1:1171",204185.102,186992.619,20.589,"schurfert6-43","2016"
"1:1172",204184.951,186993.699,20.732,"schurfert6-44","2016"
"1:1173",204184.824,186994.55,21.067,"schurfert6-45","2016"
"1:1174",204187.303,186995.661,20.849,"schurfert6-46","2016"
"1:1175",204187.348,186994.079,20.733,"schurfert6-47","2016"
"1:1176",204187.688,186992.949,20.61,"schurfert6-48","2016"
"1:1177",204187.716,186991.66,20.681,"schurfert6-49","2016"
"1:1178",204187.883,186990.507,21.011,"schurfert6-50","2016"
"1:1179",204190.876,186990.999,21.123,"schurfert6-51","2016"
"1:1180",204190.69,186992.413,20.498,"schurfert6-52","2016"
"1:1181",204190.294,186993.55,20.544,"schurfert6-53","2016"
"1:1182",204190.048,186994.771,20.679,"schurfert6-54","2016"
"1:1183",204189.515,186996.153,20.918,"schurfert6-55","2016"
"1:1184",204192.408,186996.907,20.77,"schurfert6-56","2016"
"1:1185",204192.689,186995.726,20.625,"schurfert6-57","2016"
"1:1186",204193.177,186994.587,20.441,"schurfert6-58","2016"
"1:1187",204193.606,186993.53,20.477,"schurfert6-59","2016"
"1:1188",204194.129,186992.2,21.03,"schurfert6-60","2016"
"1:1189",204197.057,186993.787,21.114,"schurfert6-61","2016"
"1:1190",204196.677,186994.758,20.693,"schurfert6-62","2016"
"1:1191",204196.168,186995.683,20.513,"schurfert6-63","2016"
"1:1192",204195.828,186996.689,20.649,"schurfert6-64","2016"
"1:1193",204195.354,186997.931,20.779,"schurfert6-65","2016"
"1:1194",204198.361,186999.229,20.6,"schurfert6-66","2016"
"1:1195",204198.727,186997.773,20.649,"schurfert6-67","2016"
"1:1196",204199.242,186996.842,20.572,"schurfert6-68","2016"
"1:1197",204199.662,186995.629,20.735,"schurfert6-69","2016"
"1:1198",204200.089,186994.546,20.977,"schurfert6-70","2016"
"1:1199",204202.728,186995.23,21.049,"schurfert6-71","2016"
"1:1200",204202.73,186995.215,21.039,"schurfert6-72","2016"
"1:1201",204202.201,186996.443,20.889,"schurfert6-73","2016"
"1:1202",204201.323,186997.871,20.702,"schurfert6-74","2016"
"1:1203",204201.385,186997.908,20.703,"schurfert6-75","2016"
"1:1204",204200.79,186999.119,20.69,"schurfert6-76","2016"
"1:1205",204200.269,187000.293,20.842,"schurfert6-77","2016"
"1:1206",203739.82,186920.179,20.398,"schurfert1-1","2016"
"1:1207",203739.966,186921.401,20.161,"schurfert1-2","2016"
"1:1208",203740.044,186922.422,20.191,"schurfert1-3","2016"
"1:1209",203739.963,186923.721,19.909,"schurfert1-4","2016"
"1:1210",203740.065,186925.179,20.303,"schurfert1-5","2016"
"1:1211",203742.944,186924.941,20.075,"schurfert1-6","2016"
"1:1212",203743.077,186923.652,19.876,"schurfert1-7","2016"
"1:1213",203742.967,186922.717,19.874,"schurfert1-8","2016"
"1:1214",203742.957,186921.715,19.974,"schurfert1-9","2016"
"1:1215",203743.003,186920.314,20.406,"schurfert1-10","2016"
"1:1216",203746.492,186920.657,20.333,"schurfert1-11","2016"
"1:1217",203746.4,186921.86,20.05,"schurfert1-12","2016"
"1:1218",203746.375,186922.969,19.922,"schurfert1-13","2016"
"1:1219",203746.442,186924.065,19.856,"schurfert1-14","2016"
"1:1220",203746.366,186925.042,20.091,"schurfert1-15","2016"
"1:1221",203750.235,186925.342,20.169,"schurfert1-16","2016"
"1:1222",203750.074,186923.951,19.768,"schurfert1-17","2016"
"1:1223",203750.044,186922.834,19.976,"schurfert1-18","2016"
"1:1224",203750.152,186921.458,20.144,"schurfert1-19","2016"
"1:1225",203750.197,186920.468,20.384,"schurfert1-20","2016"
"1:1226",203752.445,186920.947,20.199,"schurfert1-21","2016"
"1:1227",203752.488,186922.082,20.083,"schurfert1-22","2016"
"1:1228",203752.68,186922.912,19.97,"schurfert1-23","2016"
"1:1229",203752.792,186923.813,19.972,"schurfert1-24","2016"
"1:1230",203753.07,186924.991,19.862,"schurfert1-25","2016"
"1:1231",203756.017,186925.385,20.17,"schurfert1-26","2016"
"1:1232",203756.08,186924.187,19.98,"schurfert1-27","2016"
"1:1233",203756.058,186922.853,19.927,"schurfert1-28","2016"
"1:1234",203756.095,186921.692,19.962,"schurfert1-29","2016"
"1:1235",203756.169,186920.733,20.383,"schurfert1-30","2016"
"1:1236",203759.357,186920.56,20.257,"schurfert1-31","2016"
"1:1237",203759.489,186921.693,20.084,"schurfert1-32","2016"
"1:1238",203759.36,186922.808,19.896,"schurfert1-33","2016"
"1:1239",203759.429,186923.992,19.991,"schurfert1-34","2016"
"1:1240",203759.406,186925.376,20.219,"schurfert1-35","2016"
"1:1241",203763.114,186925.23,20.226,"schurfert1-36","2016"
"1:1242",203763.191,186924.186,20.034,"schurfert1-37","2016"
"1:1243",203763.299,186923.228,19.914,"schurfert1-38","2016"
"1:1244",203763.428,186922.117,19.914,"schurfert1-39","2016"
"1:1245",203763.579,186920.996,20.211,"schurfert1-40","2016"
"1:1246",203766.313,186921.187,20.142,"schurfert1-41","2016"
"1:1247",203766.32,186922.199,20.065,"schurfert1-42","2016"
"1:1248",203766.353,186923.436,20.243,"schurfert1-43","2016"
"1:1249",203766.323,186924.59,20.175,"schurfert1-44","2016"
"1:1250",203766.349,186925.805,20.241,"schurfert1-45","2016"
"1:1251",203769.787,186925.845,20.2,"schurfert1-46","2016"
"1:1252",203769.74,186924.5,20.21,"schurfert1-47","2016"
"1:1253",203769.811,186923.379,20.097,"schurfert1-48","2016"
"1:1254",203769.824,186921.933,20.091,"schurfert1-49","2016"
"1:1255",203769.83,186920.461,20.38,"schurfert1-50","2016"
"1:1256",203772.966,186920.906,20.166,"schurfert1-51","2016"
"1:1257",203773.145,186921.953,19.999,"schurfert1-52","2016"
"1:1258",203773.301,186923.265,20.029,"schurfert1-53","2016"
"1:1259",203773.309,186924.382,20.195,"schurfert1-54","2016"
"1:1260",203773.388,186925.519,20.258,"schurfert1-55","2016"
"1:1261",203776.578,186925.187,20.099,"schurfert1-56","2016"
"1:1262",203776.544,186923.818,20.074,"schurfert1-57","2016"
"1:1263",203776.484,186922.996,19.977,"schurfert1-58","2016"
"1:1264",203776.596,186921.773,19.933,"schurfert1-59","2016"
"1:1265",203776.622,186921.011,20.002,"schurfert1-60","2016"
"1:1266",203779.751,186920.957,20.095,"schurfert1-61","2016"
"1:1267",203779.586,186922.14,19.905,"schurfert1-62","2016"
"1:1268",203779.662,186923.066,20.121,"schurfert1-63","2016"
"1:1269",203779.773,186924.189,20.198,"schurfert1-64","2016"
"1:1270",203779.842,186925.255,20.185,"schurfert1-65","2016"
"1:1271",203782.971,186925.521,20.31,"schurfert1-66","2016"
"1:1272",203782.87,186924.354,20.216,"schurfert1-67","2016"
"1:1273",203782.935,186923.526,20.005,"schurfert1-68","2016"
"1:1274",203782.91,186922.443,19.903,"schurfert1-69","2016"
"1:1275",203783.111,186921.263,20.119,"schurfert1-70","2016"
"1:1276",203786.316,186921.167,20.046,"schurfert1-71","2016"
"1:1277",203786.473,186922.299,20.048,"schurfert1-72","2016"
"1:1278",203786.508,186923.248,19.987,"schurfert1-73","2016"
"1:1279",203786.413,186924.207,19.991,"schurfert1-74","2016"
"1:1280",203786.371,186925.458,20.265,"schurfert1-75","2016"
"1:1281",203828.739,186945.332,20.089,"schurfert2-1","2016"
"1:1282",203827.869,186945.971,20.139,"schurfert2-2","2016"
"1:1283",203827.164,186946.61,20.15,"schurfert2-3","2016"
"1:1284",203825.919,186947.52,20.169,"schurfert2-4","2016"
"1:1285",203824.74,186948.217,20.241,"schurfert2-5","2016"
"1:1286",203826.619,186951.235,20.227,"schurfert2-6","2016"
"1:1287",203827.511,186950.481,20.168,"schurfert2-7","2016"
"1:1288",203828.46,186949.955,19.956,"schurfert2-8","2016"
"1:1289",203829.63,186949.289,19.921,"schurfert2-9","2016"
"1:1290",203830.546,186948.657,20.271,"schurfert2-10","2016"
"1:1291",203832.259,186951.454,20.243,"schurfert2-11","2016"
"1:1292",203831.468,186952.008,19.716,"schurfert2-12","2016"
"1:1293",203830.452,186952.671,19.842,"schurfert2-13","2016"
"1:1294",203829.408,186953.333,20.018,"schurfert2-14","2016"
"1:1295",203828.447,186953.967,20.313,"schurfert2-15","2016"
"1:1296",203833.867,186953.996,20.075,"schurfert2-16","2016"
"1:1297",203833.06,186954.664,19.731,"schurfert2-17","2016"
"1:1298",203832.095,186955.267,19.786,"schurfert2-18","2016"
"1:1299",203831.15,186955.937,19.68,"schurfert2-19","2016"
"1:1300",203835.667,186957.176,20.285,"schurfert2-20","2016"
"1:1301",203834.886,186957.861,20.08,"schurfert2-21","2016"
"1:1302",203834.159,186958.22,19.761,"schurfert2-22","2016"
"1:1303",203833.239,186958.841,19.886,"schurfert2-23","2016"
"1:1304",203837.46,186960,20.206,"schurfert2-24","2016"
"1:1305",203836.571,186960.431,20.099,"schurfert2-25","2016"
"1:1306",203835.639,186960.999,19.878,"schurfert2-26","2016"
"1:1307",203834.496,186961.465,19.9,"schurfert2-27","2016"
"1:1308",203833.605,186961.755,19.999,"schurfert2-28","2016"
"1:1309",203834.386,186964.611,20.226,"schurfert2-29","2016"
"1:1310",203835.498,186964.037,19.894,"schurfert2-30","2016"
"1:1311",203836.683,186963.513,19.914,"schurfert2-31","2016"
"1:1312",203837.628,186963.067,20.118,"schurfert2-32","2016"
"1:1313",203838.368,186962.688,20.317,"schurfert2-33","2016"
"1:1314",203840.025,186965.992,20.293,"schurfert2-34","2016"
"1:1315",203839.079,186966.649,20.164,"schurfert2-35","2016"
"1:1316",203838.239,186966.982,19.855,"schurfert2-36","2016"
"1:1317",203836.892,186967.416,19.91,"schurfert2-37","2016"
"1:1318",203835.9,186967.841,20.251,"schurfert2-38","2016"
"1:1319",203837.055,186970.657,20.213,"schurfert2-39","2016"
"1:1320",203838.236,186970.139,20.012,"schurfert2-40","2016"
"1:1321",203839.325,186969.618,19.939,"schurfert2-41","2016"
"1:1322",203840.385,186969.249,20.019,"schurfert2-42","2016"
"1:1323",203841.385,186968.79,20.269,"schurfert2-43","2016"
"1:1324",203842.721,186971.833,20.444,"schurfert2-44","2016"
"1:1325",203841.746,186972.437,20.101,"schurfert2-45","2016"
"1:1326",203840.684,186972.937,19.896,"schurfert2-46","2016"
"1:1327",203839.494,186973.397,19.913,"schurfert2-47","2016"
"1:1328",203838.154,186973.838,20.247,"schurfert2-48","2016"
"1:1329",203843.902,186974.954,20.485,"schurfert2-49","2016"
"1:1330",203842.862,186975.554,20.068,"schurfert2-50","2016"
"1:1331",203841.952,186976.079,19.876,"schurfert2-51","2016"
"1:1332",203840.794,186976.602,19.943,"schurfert2-52","2016"
"1:1333",203844.819,186978.148,20.207,"schurfert2-53","2016"
"1:1334",203843.735,186978.882,20.131,"schurfert2-54","2016"
"1:1335",203842.655,186979.524,20.084,"schurfert2-55","2016"
"1:1336",203841.559,186980.081,20.022,"schurfert2-56","2016"
"1:1337",203840.623,186980.409,20.203,"schurfert2-57","2016"
"1:1338",203841.84,186983.09,20.277,"schurfert2-58","2016"
"1:1339",203843.08,186982.551,20.137,"schurfert2-59","2016"
"1:1340",203844.16,186982.138,20.162,"schurfert2-60","2016"
"1:1341",203845.15,186981.485,19.931,"schurfert2-61","2016"
"1:1342",203846.13,186981.012,20.213,"schurfert2-62","2016"
"1:1343",203847.973,186984.318,20.379,"schurfert2-63","2016"
"1:1344",203846.947,186985.016,20.178,"schurfert2-64","2016"
"1:1345",203845.708,186985.684,20.238,"schurfert2-65","2016"
"1:1346",203844.533,186986.315,20.023,"schurfert2-66","2016"
"1:1347",203843.651,186986.902,20.092,"schurfert2-67","2016"
"1:1348",203845.22,186990.099,20.157,"schurfert2-68","2016"
"1:1349",203846.36,186989.371,20.125,"schurfert2-69","2016"
"1:1350",203847.296,186988.742,20.279,"schurfert2-70","2016"
"1:1351",203848.372,186987.764,20.127,"schurfert2-71","2016"
"1:1352",203849.504,186987.026,20.254,"schurfert2-72","2016"
"1:1353",203742.886,186902.061,20.597,"schurfert1-1","2019"
"1:1354",203743.304,186902.582,20.127,"schurfert1-2","2019"
"1:1355",203743.769,186903.371,20.187,"schurfert1-3","2019"
"1:1356",203744.463,186904.322,20.207,"schurfert1-4","2019"
"1:1357",203745.51,186905.396,20.479,"schurfert1-5","2019"
"1:1358",203745.573,186899.634,20.564,"schurfert1-6","2019"
"1:1359",203746.108,186900.364,20.197,"schurfert1-7","2019"
"1:1360",203746.774,186901.297,20.215,"schurfert1-8","2019"
"1:1361",203747.555,186902.402,20.235,"schurfert1-9","2019"
"1:1362",203748.389,186903.56,20.615,"schurfert1-10","2019"
"1:1363",203747.793,186897.983,20.621,"schurfert1-11","2019"
"1:1364",203748.348,186898.708,20.169,"schurfert1-12","2019"
"1:1365",203748.852,186899.697,20.187,"schurfert1-13","2019"
"1:1366",203749.416,186900.546,20.21,"schurfert1-14","2019"
"1:1367",203750.283,186901.875,20.515,"schurfert1-15","2019"
"1:1368",203750.908,186896.022,20.68,"schurfert1-16","2019"
"1:1369",203751.392,186897.018,20.293,"schurfert1-17","2019"
"1:1370",203752.077,186898.04,20.104,"schurfert1-18","2019"
"1:1371",203752.531,186899.161,20.239,"schurfert1-19","2019"
"1:1372",203753.093,186900.469,20.631,"schurfert1-20","2019"
"1:1373",203752.774,186895.384,20.604,"schurfert1-21","2019"
"1:1374",203753.093,186896.144,20.175,"schurfert1-22","2019"
"1:1375",203753.456,186897.253,20.191,"schurfert1-23","2019"
"1:1376",203753.819,186898.525,20.322,"schurfert1-24","2019"
"1:1377",203754.306,186899.689,20.579,"schurfert1-25","2019"
"1:1378",203755.007,186894.527,20.643,"schurfert1-26","2019"
"1:1379",203755.155,186895.555,20.115,"schurfert1-27","2019"
"1:1380",203755.474,186896.473,20.156,"schurfert1-28","2019"
"1:1381",203755.881,186897.544,20.303,"schurfert1-29","2019"
"1:1382",203756.414,186898.826,20.546,"schurfert1-30","2019"
"1:1383",203758.572,186893.596,20.609,"schurfert1-31","2019"
"1:1384",203758.879,186894.534,20.086,"schurfert1-32","2019"
"1:1385",203758.842,186895.631,20.175,"schurfert1-33","2019"
"1:1386",203759.017,186896.698,20.199,"schurfert1-34","2019"
"1:1387",203759.192,186898.06,20.558,"schurfert1-35","2019"
"1:1388",203761.467,186892.794,20.598,"schurfert1-36","2019"
"1:1389",203761.733,186893.682,20.134,"schurfert1-37","2019"
"1:1390",203761.956,186894.572,20.136,"schurfert1-38","2019"
"1:1391",203762.247,186895.508,20.22,"schurfert1-39","2019"
"1:1392",203762.387,186896.548,20.388,"schurfert1-40","2019"
"1:1393",203764.661,186891.655,20.484,"schurfert1-41","2019"
"1:1394",203765.008,186892.563,20.079,"schurfert1-42","2019"
"1:1395",203765.112,186893.444,20.093,"schurfert1-43","2019"
"1:1396",203765.347,186894.569,20.199,"schurfert1-44","2019"
"1:1397",203765.339,186895.741,20.603,"schurfert1-45","2019"
"1:1398",203768.293,186890.541,20.423,"schurfert1-46","2019"
"1:1399",203768.513,186891.402,20.118,"schurfert1-47","2019"
"1:1400",203768.476,186892.753,20.153,"schurfert1-48","2019"
"1:1401",203768.563,186893.882,20.185,"schurfert1-49","2019"
"1:1402",203768.515,186895.191,20.523,"schurfert1-50","2019"
"1:1403",203771.173,186890.079,20.537,"schurfert1-51","2019"
"1:1404",203771.11,186891.091,20.154,"schurfert1-52","2019"
"1:1405",203770.935,186892.455,20.168,"schurfert1-53","2019"
"1:1406",203770.779,186893.95,20.269,"schurfert1-54","2019"
"1:1407",203770.531,186895.611,20.627,"schurfert1-55","2019"
"1:1408",203773.737,186890.869,20.475,"schurfert1-56","2019"
"1:1409",203773.372,186891.951,20.155,"schurfert1-57","2019"
"1:1410",203772.983,186893.149,20.187,"schurfert1-58","2019"
"1:1411",203772.65,186894.359,20.322,"schurfert1-59","2019"
"1:1412",203772.259,186895.611,20.394,"schurfert1-60","2019"
"1:1413",203776.53,186891.999,20.541,"schurfert1-61","2019"
"1:1414",203776.161,186892.975,20.171,"schurfert1-62","2019"
"1:1415",203775.753,186893.92,20.169,"schurfert1-63","2019"
"1:1416",203775.204,186895.211,20.269,"schurfert1-64","2019"
"1:1417",203774.484,186896.684,20.492,"schurfert1-65","2019"
"1:1418",203780.167,186893.867,20.537,"schurfert1-66","2019"
"1:1419",203779.719,186894.803,20.167,"schurfert1-67","2019"
"1:1420",203778.987,186896.169,20.257,"schurfert1-68","2019"
"1:1421",203778.195,186897.618,20.335,"schurfert1-69","2019"
"1:1422",203777.503,186898.618,20.506,"schurfert1-70","2019"
"1:1423",203783.744,186895.861,20.465,"schurfert1-71","2019"
"1:1424",203783.031,186896.825,20.161,"schurfert1-72","2019"
"1:1425",203782.336,186897.819,20.273,"schurfert1-73","2019"
"1:1426",203781.617,186899.009,20.296,"schurfert1-74","2019"
"1:1427",203780.88,186900.276,20.487,"schurfert1-75","2019"
"1:1428",203812.232,186934.295,20.084,"schurfert2-1","2019"
"1:1429",203811.14,186934.239,19.14,"schurfert2-2","2019"
"1:1430",203809.484,186934.268,19.336,"schurfert2-3","2019"
"1:1431",203807.827,186933.959,19.875,"schurfert2-4","2019"
"1:1432",203806.384,186933.862,20.604,"schurfert2-5","2019"
"1:1433",203810.677,186937.047,19.601,"schurfert2-6","2019"
"1:1434",203810.065,186936.707,19.265,"schurfert2-7","2019"
"1:1435",203808.911,186936.11,19.29,"schurfert2-8","2019"
"1:1436",203807.285,186935.836,19.845,"schurfert2-9","2019"
"1:1437",203806.293,186935.93,20.284,"schurfert2-10","2019"
"1:1438",203810.148,186939.774,20.255,"schurfert2-11","2019"
"1:1439",203809.38,186939.247,20.159,"schurfert2-12","2019"
"1:1440",203808.403,186938.795,20.193,"schurfert2-13","2019"
"1:1441",203807.128,186938.244,19.837,"schurfert2-14","2019"
"1:1442",203806.006,186937.833,19.954,"schurfert2-15","2019"
"1:1443",203808.456,186942.286,20.346,"schurfert2-16","2019"
"1:1444",203807.761,186941.778,20.233,"schurfert2-17","2019"
"1:1445",203806.896,186941.089,20.2,"schurfert2-18","2019"
"1:1446",203806.027,186940.351,20.186,"schurfert2-19","2019"
"1:1447",203805.015,186939.774,20.337,"schurfert2-20","2019"
"1:1448",203805.412,186944.292,20.338,"schurfert2-21","2019"
"1:1449",203804.83,186943.62,20.277,"schurfert2-22","2019"
"1:1450",203803.978,186942.844,20.294,"schurfert2-23","2019"
"1:1451",203803.206,186942.086,20.356,"schurfert2-24","2019"
"1:1452",203802.484,186941.319,20.652,"schurfert2-25","2019"
"1:1453",203802.796,186946.641,20.354,"schurfert2-26","2019"
"1:1454",203802.124,186946.034,20.282,"schurfert2-27","2019"
"1:1455",203801.585,186945.149,20.258,"schurfert2-28","2019"
"1:1456",203801.195,186944.28,20.255,"schurfert2-29","2019"
"1:1457",203800.357,186943.448,20.484,"schurfert2-30","2019"
"1:1458",203800.697,186948.569,20.291,"schurfert2-31","2019"
"1:1459",203799.908,186947.886,20.254,"schurfert2-32","2019"
"1:1460",203799.193,186947.241,20.253,"schurfert2-33","2019"
"1:1461",203798.273,186946.559,20.309,"schurfert2-34","2019"
"1:1462",203797.467,186946.028,20.346,"schurfert2-35","2019"
"1:1463",203799.539,186951.622,20.424,"schurfert2-36","2019"
"1:1464",203798.405,186951.398,20.235,"schurfert2-37","2019"
"1:1465",203797.254,186951.021,20.19,"schurfert2-38","2019"
"1:1466",203796.179,186950.682,20.237,"schurfert2-39","2019"
"1:1467",203795.411,186950.104,20.243,"schurfert2-40","2019"
"1:1468",203799.656,186956.06,20.368,"schurfert2-41","2019"
"1:1469",203798.555,186956.385,20.34,"schurfert2-42","2019"
"1:1470",203797.481,186956.729,20.263,"schurfert2-43","2019"
"1:1471",203796.374,186957.077,20.213,"schurfert2-44","2019"
"1:1472",203795.352,186957.796,20.284,"schurfert2-45","2019"
"1:1473",203801.373,186959.272,20.347,"schurfert2-46","2019"
"1:1474",203800.465,186959.907,20.322,"schurfert2-47","2019"
"1:1475",203799.481,186960.556,20.243,"schurfert2-48","2019"
"1:1476",203798.595,186961.183,20.195,"schurfert2-49","2019"
"1:1477",203797.609,186961.749,20.325,"schurfert2-50","2019"
"1:1478",203804.543,186961.333,20.388,"schurfert2-51","2019"
"1:1479",203803.875,186962.18,20.317,"schurfert2-52","2019"
"1:1480",203803.004,186963.12,20.237,"schurfert2-53","2019"
"1:1481",203801.945,186963.939,20.118,"schurfert2-54","2019"
"1:1482",203800.869,186964.879,20.231,"schurfert2-55","2019"
"1:1483",203807.033,186963.068,20.544,"schurfert2-56","2019"
"1:1484",203806.366,186964.058,20.34,"schurfert2-57","2019"
"1:1485",203805.352,186965.093,20.017,"schurfert2-58","2019"
"1:1486",203804.329,186965.928,19.464,"schurfert2-59","2019"
"1:1487",203803.644,186966.566,19.897,"schurfert2-60","2019"
"1:1488",203809.17,186965.534,19.943,"schurfert2-61","2019"
"1:1489",203808.202,186966.629,19.403,"schurfert2-62","2019"
"1:1490",203806.622,186968.029,19.198,"schurfert2-63","2019"
"1:1491",203805.914,186969.122,19.794,"schurfert2-64","2019"
"1:1492",203805.227,186970.557,20.377,"schurfert2-65","2019"
"1:1493",203812.874,186965.236,19.701,"schurfert2-66","2019"
"1:1494",203813.929,186965.884,19.824,"schurfert2-67","2019"
"1:1495",203814.737,186966.408,19.18,"schurfert2-68","2019"
"1:1496",203816.395,186967.335,19.709,"schurfert2-69","2019"
"1:1497",203817.734,186967.883,20.387,"schurfert2-70","2019"
"1:1498",203814.415,186961.501,20.565,"schurfert2-71","2019"
"1:1499",203815.632,186962.066,20.207,"schurfert2-72","2019"
"1:1500",203816.595,186962.97,18.956,"schurfert2-73","2019"
"1:1501",203817.841,186963.604,19.402,"schurfert2-74","2019"
"1:1502",203819.16,186964.691,20.398,"schurfert2-75","2019"
"1:1503",203843.243,186979.616,20.392,"schurfert3-1","2019"
"1:1504",203842.305,186979.708,20.313,"schurfert3-2","2019"
"1:1505",203841.088,186979.701,20.299,"schurfert3-3","2019"
"1:1506",203839.655,186979.69,20.379,"schurfert3-4","2019"
"1:1507",203838.152,186979.767,20.371,"schurfert3-5","2019"
"1:1508",203843.27,186982.407,20.499,"schurfert3-6","2019"
"1:1509",203842.269,186982.354,20.362,"schurfert3-7","2019"
"1:1510",203840.954,186982.371,20.339,"schurfert3-8","2019"
"1:1511",203839.728,186982.358,20.411,"schurfert3-9","2019"
"1:1512",203838.527,186982.339,20.37,"schurfert3-10","2019"
"1:1513",203842.652,186985.545,20.568,"schurfert3-11","2019"
"1:1514",203841.716,186985.381,20.455,"schurfert3-12","2019"
"1:1515",203840.521,186985.083,20.384,"schurfert3-13","2019"
"1:1516",203839.467,186984.885,20.212,"schurfert3-14","2019"
"1:1517",203838.629,186984.795,20.213,"schurfert3-15","2019"
"1:1518",203840.738,186988.502,20.513,"schurfert3-16","2019"
"1:1519",203839.838,186988.302,20.214,"schurfert3-17","2019"
"1:1520",203839.066,186987.994,19.91,"schurfert3-18","2019"
"1:1521",203837.993,186987.658,19.945,"schurfert3-19","2019"
"1:1522",203836.919,186987.574,20.276,"schurfert3-20","2019"
"1:1523",203841.01,186992.797,20.444,"schurfert3-21","2019"
"1:1524",203839.886,186993.249,20.224,"schurfert3-22","2019"
"1:1525",203838.257,186993.534,19.998,"schurfert3-23","2019"
"1:1526",203836.988,186993.736,19.791,"schurfert3-24","2019"
"1:1527",203835.701,186994.134,20.401,"schurfert3-25","2019"
"1:1528",203843.106,186996.008,20.461,"schurfert3-26","2019"
"1:1529",203841.923,186996.532,20.336,"schurfert3-27","2019"
"1:1530",203840.609,186997.406,20.278,"schurfert3-28","2019"
"1:1531",203838.95,186998.529,19.857,"schurfert3-29","2019"
"1:1532",203837.328,186999.467,20.75,"schurfert3-30","2019"
