"x","y","jaar","loc"
5.16588337307757,51.003637452085,"2016","controle5-1"
5.16587766245481,51.0036451409551,"2016","controle5-2"
5.16587185730214,51.0036539721455,"2016","controle5-3"
5.16586874114644,51.0036617423112,"2016","controle5-4"
5.16586433653544,51.0036716607379,"2016","controle5-5"
5.16590842482595,51.0036828775141,"2016","controle5-6"
5.16591362595697,51.0036753898683,"2016","controle5-7"
5.16591725742377,51.003666924008,"2016","controle5-8"
5.16592169297381,51.0036563131699,"2016","controle5-9"
5.16592965339059,51.0036493821498,"2016","controle5-10"
5.16597458004312,51.0036613033959,"2016","controle5-11"
5.16596984045433,51.0036699565637,"2016","controle5-12"
5.1659639950272,51.0036789318655,"2016","controle5-13"
5.16596132052238,51.0036858630059,"2016","controle5-14"
5.16595257929024,51.003696305268,"2016","controle5-15"
5.16599152708057,51.0037076917115,"2016","controle5-16"
5.16600019675399,51.0036989040189,"2016","controle5-17"
5.16600665062487,51.0036896818703,"2016","controle5-18"
5.16601248898739,51.0036819651589,"2016","controle5-19"
5.16602022038598,51.0036749727584,"2016","controle5-20"
5.1660611224923,51.0036864987502,"2016","controle5-21"
5.16605351332104,51.0036956478297,"2016","controle5-22"
5.16604838954432,51.0037060026412,"2016","controle5-23"
5.16604395264727,51.0037156965536,"2016","controle5-24"
5.16603791652449,51.0037235134931,"2016","controle5-25"
5.16607856074191,51.0037316071985,"2016","controle5-26"
5.16608605396101,51.0037215060057,"2016","controle5-27"
5.16609290732742,51.0037114810683,"2016","controle5-28"
5.16609818013397,51.0037023478304,"2016","controle5-29"
5.16610338751475,51.0036952287075,"2016","controle5-30"
5.16614607779717,51.0037029938779,"2016","controle5-31"
5.16614339488548,51.0037111027178,"2016","controle5-32"
5.16613756294043,51.0037242131551,"2016","controle5-33"
5.16613195236159,51.003734427438,"2016","controle5-34"
5.16612612397083,51.0037418923787,"2016","controle5-35"
5.16616572103223,51.0037537508107,"2016","controle5-36"
5.1661703711352,51.0037448645122,"2016","controle5-37"
5.16617729404221,51.0037330681461,"2016","controle5-38"
5.16618291777617,51.003724462911,"2016","controle5-39"
5.16618768352186,51.0037165107463,"2016","controle5-40"
5.16623758341241,51.0037301421459,"2016","controle5-41"
5.16623486957603,51.0037372713306,"2016","controle5-42"
5.16622786856086,51.0037486636978,"2016","controle5-43"
5.16622328142169,51.0037587361994,"2016","controle5-44"
5.16622070237403,51.0037679230891,"2016","controle5-45"
5.16625364732277,51.003776527425,"2016","controle5-46"
5.16625821851694,51.0037688642445,"2016","controle5-47"
5.16626386230924,51.0037597644412,"2016","controle5-48"
5.16626963905911,51.0037517784468,"2016","controle5-49"
5.16626960474711,51.0037514370746,"2016","controle5-50"
5.16632028550657,51.0037531968639,"2016","controle5-51"
5.16631720695159,51.0037598251068,"2016","controle5-52"
5.16631065692321,51.0037725988189,"2016","controle5-53"
5.16630762492841,51.0037811235523,"2016","controle5-54"
5.16630267981462,51.0037902545767,"2016","controle5-55"
5.16633572865421,51.0037982648711,"2016","controle5-56"
5.16634118141678,51.0037879887217,"2016","controle5-57"
5.1663466591432,51.0037791777083,"2016","controle5-58"
5.1663533306296,51.0037710238273,"2016","controle5-59"
5.16636116661625,51.0037643183623,"2016","controle5-60"
5.16641162818038,51.0037791325061,"2016","controle5-61"
5.16640676886966,51.0037891169655,"2016","controle5-62"
5.16639875840565,51.0037997970226,"2016","controle5-63"
5.16639555777064,51.0038067856799,"2016","controle5-64"
5.16639039193405,51.0038146686504,"2016","controle5-65"
5.16642509611417,51.0038236655361,"2016","controle5-66"
5.16643204546938,51.0038150962437,"2016","controle5-67"
5.16643720026962,51.0038048940281,"2016","controle5-68"
5.16644182290648,51.0037977428989,"2016","controle5-69"
5.16644819260649,51.00379027427,"2016","controle5-70"
5.16649308413794,51.0038001189588,"2016","controle5-71"
5.16648964102743,51.003807927318,"2016","controle5-72"
5.16648161403423,51.0038176366156,"2016","controle5-73"
5.166478484795,51.0038254698137,"2016","controle5-74"
5.166472451183,51.0038351026588,"2016","controle5-75"
5.1607896108525,51.0018774349578,"2016","controle1-1"
5.16077889602183,51.0018841144984,"2016","controle1-2"
5.16077075355093,51.0018929432037,"2016","controle1-3"
5.16076432571441,51.0018995399257,"2016","controle1-4"
5.16075622668445,51.0019075682625,"2016","controle1-5"
5.16078470057752,51.0019206720706,"2016","controle1-6"
5.1607927238142,51.0019123745544,"2016","controle1-7"
5.16079698505513,51.0019048754871,"2016","controle1-8"
5.16080461539478,51.001897776234,"2016","controle1-9"
5.16081312926073,51.0018906890075,"2016","controle1-10"
5.16086551295921,51.0019132326124,"2016","controle1-11"
5.16085525581451,51.0019200169516,"2016","controle1-12"
5.16084632376135,51.0019284913974,"2016","controle1-13"
5.16083826017613,51.0019360880001,"2016","controle1-14"
5.16083202549284,51.001941469828,"2016","controle1-15"
5.16086934141892,51.0019550893809,"2016","controle1-16"
5.16087819413699,51.0019478200747,"2016","controle1-17"
5.16088610877428,51.0019406829426,"2016","controle1-18"
5.16089155690269,51.0019351266192,"2016","controle1-19"
5.1608990408756,51.0019286396392,"2016","controle1-20"
5.16093589334653,51.0019418128135,"2016","controle1-21"
5.16093004909433,51.0019500596994,"2016","controle1-22"
5.16092309038313,51.001956435267,"2016","controle1-23"
5.16091835194876,51.0019618339868,"2016","controle1-24"
5.1609097850135,51.0019708363639,"2016","controle1-25"
5.16095066061016,51.0019851690546,"2016","controle1-26"
5.16095922065116,51.0019774432447,"2016","controle1-27"
5.16096574596258,51.0019715560339,"2016","controle1-28"
5.16097246032279,51.0019667373117,"2016","controle1-29"
5.16098136898692,51.0019577236377,"2016","controle1-30"
5.16101985554108,51.0019714790887,"2016","controle1-31"
5.16101331701452,51.0019791103746,"2016","controle1-32"
5.16100284711936,51.0019884761763,"2016","controle1-33"
5.1609965197822,51.0019951171818,"2016","controle1-34"
5.16098871095699,51.0020026131924,"2016","controle1-35"
5.16102291905941,51.0020169548276,"2016","controle1-36"
5.16103016890068,51.0020084197876,"2016","controle1-37"
5.16103604140051,51.0020035258284,"2016","controle1-38"
5.16104153438522,51.0019980950503,"2016","controle1-39"
5.16105236497878,51.0019889965025,"2016","controle1-40"
5.16109123322411,51.0020034145889,"2016","controle1-41"
5.1610837387674,51.002009281369,"2016","controle1-42"
5.16107447083468,51.0020189537129,"2016","controle1-43"
5.16106879286714,51.0020252397515,"2016","controle1-44"
5.16106178317129,51.002032811288,"2016","controle1-45"
5.16110932716103,51.0020513870264,"2016","controle1-46"
5.16111599324617,51.002045399973,"2016","controle1-47"
5.16112230853267,51.0020355227852,"2016","controle1-48"
5.16112927143152,51.0020285538639,"2016","controle1-49"
5.16113831692398,51.0020217327191,"2016","controle1-50"
5.16117715623975,51.0020378050593,"2016","controle1-51"
5.16117012348816,51.0020448553606,"2016","controle1-52"
5.16116307430041,51.0020509348952,"2016","controle1-53"
5.16115731877989,51.0020576889201,"2016","controle1-54"
5.16114916256101,51.0020665447128,"2016","controle1-55"
5.16117382659727,51.0020801325745,"2016","controle1-56"
5.16118412096629,51.0020704982527,"2016","controle1-57"
5.16118985249989,51.0020631690536,"2016","controle1-58"
5.16119458546982,51.0020557656781,"2016","controle1-59"
5.16120407159981,51.002048042598,"2016","controle1-60"
5.16125326565724,51.0020656183004,"2016","controle1-61"
5.1612480214084,51.0020714339648,"2016","controle1-62"
5.16123976240814,51.0020817917204,"2016","controle1-63"
5.16123361118004,51.0020904182538,"2016","controle1-64"
