INDIVIDUAL MEASUREMENTS
Name;Code;Easting;Northing;Elevation;HzPrec;VtPrec;PDOP;satellites;Date;Time
schurfert2-33;?;203798.278;186948.316;20.099;0.011;0.018;1.110;24;2024-09-09;12:35:28
schurfert2-34;?;203797.692;186947.839;20.114;0.011;0.018;1.109;24;2024-09-09;12:35:44
schurfert2-35;?;203796.846;186947.471;20.135;0.012;0.018;1.107;24;2024-09-09;12:36:04
schurfert2-36;?;203799.290;186953.755;20.050;0.011;0.018;1.131;23;2024-09-09;12:36:30
schurfert2-37;?;203798.406;186953.909;20.068;0.012;0.018;1.104;25;2024-09-09;12:36:45
schurfert2-38;?;203797.162;186953.972;20.128;0.012;0.020;1.037;25;2024-09-09;12:37:02
schurfert2-39;?;203796.184;186954.061;20.117;0.012;0.020;1.037;25;2024-09-09;12:37:18
schurfert2-40;?;203794.391;186954.204;20.153;0.012;0.018;1.037;25;2024-09-09;12:37:35
schurfert2-41;?;203800.204;186957.401;20.115;0.012;0.019;1.051;25;2024-09-09;12:38:03
schurfert2-42;?;203799.398;186957.816;20.108;0.012;0.019;1.037;25;2024-09-09;12:38:17
schurfert2-43;?;203798.316;186958.113;20.214;0.012;0.021;1.037;25;2024-09-09;12:38:36
schurfert2-44;?;203797.203;186958.480;20.013;0.012;0.021;1.037;25;2024-09-09;12:38:49
schurfert2-45;?;203796.185;186959.047;20.358;0.012;0.020;1.050;24;2024-09-09;12:39:04
schurfert2-46;?;203801.815;186960.027;20.021;0.011;0.018;1.049;25;2024-09-09;12:39:29
schurfert2-47;?;203801.233;186960.717;20.122;0.011;0.018;1.036;25;2024-09-09;12:39:42
schurfert2-48;?;203800.436;186961.295;20.154;0.012;0.019;1.036;25;2024-09-09;12:39:55
schurfert2-49;?;203799.587;186961.937;20.109;0.011;0.018;1.049;25;2024-09-09;12:40:09
schurfert2-50;?;203798.652;186962.735;20.369;0.011;0.018;1.036;25;2024-09-09;12:40:24
schurfert2-51;?;203804.659;186962.696;20.367;0.011;0.017;1.035;25;2024-09-09;12:40:50
schurfert2-52;?;203804.162;186963.252;20.139;0.011;0.018;1.035;25;2024-09-09;12:41:03
schurfert2-53;?;203803.295;186963.932;19.927;0.011;0.016;1.035;25;2024-09-09;12:41:18
schurfert2-54;?;203802.374;186964.633;19.731;0.012;0.019;1.035;25;2024-09-09;12:41:33
schurfert2-55;?;203801.716;186965.328;19.781;0.011;0.016;1.047;25;2024-09-09;12:41:49
schurfert2-60;?;203803.893;186968.820;20.162;0.013;0.019;1.033;25;2024-09-09;12:43:23
schurfert2-59;?;203804.848;186967.695;19.220;0.013;0.021;1.032;25;2024-09-09;12:43:58
schurfert2-56;?;203807.691;186964.769;20.090;0.017;0.021;1.030;25;2024-09-09;12:45:28
schurfert2-57;?;203807.212;186965.729;19.644;0.014;0.021;1.050;24;2024-09-09;12:45:47
schurfert2-58;?;203805.913;186966.335;19.235;0.013;0.020;1.063;23;2024-09-09;12:46:21
schurfert2-61;?;203812.119;186965.049;20.137;0.011;0.014;1.047;24;2024-09-09;12:47:32
schurfert2-62;?;203812.913;186965.579;19.829;0.010;0.014;1.047;24;2024-09-09;12:47:51
schurfert2-63;?;203813.782;186965.991;19.741;0.010;0.014;1.098;23;2024-09-09;12:48:15
schurfert2-64;?;203814.936;186966.530;19.762;0.011;0.014;1.098;23;2024-09-09;12:48:42
schurfert2-65;?;203815.615;186967.029;19.942;0.010;0.014;1.098;23;2024-09-09;12:49:00
schurfert2-66;?;203814.302;186961.246;20.167;0.010;0.013;1.098;23;2024-09-09;12:50:16
schurfert2-67;?;203815.388;186961.636;19.530;0.008;0.012;1.098;23;2024-09-09;12:50:46
schurfert2-68;?;203816.060;186962.440;19.228;0.014;0.013;1.098;23;2024-09-09;12:51:07
schurfert2-69;?;203816.426;186962.988;19.036;0.014;0.013;1.098;23;2024-09-09;12:51:33
schurfert2-71;?;203815.745;186958.404;20.216;0.010;0.014;1.049;24;2024-09-09;12:53:06
schurfert2-72;?;203816.455;186959.164;20.021;0.010;0.014;1.050;24;2024-09-09;12:53:22
schurfert2-73;?;203817.059;186959.841;19.192;0.011;0.015;1.051;24;2024-09-09;12:53:52
schurfert2-75;?;203819.672;186962.391;19.667;0.011;0.015;1.057;24;2024-09-09;12:57:35
schurfert2-74;?;203818.746;186961.250;19.208;0.011;0.016;1.057;24;2024-09-09;12:58:07
schurfert2-70;?;203818.213;186963.211;19.473;0.014;0.016;1.060;24;2024-09-09;13:01:07
schurfert3-1;?;203842.439;186977.439;20.285;0.023;0.060;1.259;20;2024-09-09;14:23:13
schurfert3-2;?;203841.551;186977.574;20.242;0.023;0.063;1.206;20;2024-09-09;14:23:29
schurfert3-3;?;203840.919;186977.397;20.240;0.025;0.066;1.207;21;2024-09-09;14:23:51
schurfert3-4;?;203839.985;186977.338;20.312;0.031;0.069;1.167;24;2024-09-09;14:24:08
schurfert3-5;?;203839.125;186977.285;20.675;0.032;0.073;1.109;24;2024-09-09;14:24:22
schurfert3-6;?;203842.582;186980.414;20.265;0.014;0.020;1.109;24;2024-09-09;14:24:50
schurfert3-7;?;203841.747;186980.517;20.174;0.015;0.023;1.109;24;2024-09-09;14:25:04
schurfert3-8;?;203840.902;186980.333;20.193;0.021;0.035;1.110;24;2024-09-09;14:25:18
schurfert3-9;?;203839.933;186980.154;20.188;0.021;0.036;1.110;24;2024-09-09;14:25:33
schurfert3-10;?;203839.064;186979.932;20.236;0.022;0.038;1.110;24;2024-09-09;14:25:48
schurfert3-11;?;203842.228;186983.715;20.434;0.018;0.024;1.110;24;2024-09-09;14:26:11
schurfert3-12;?;203841.358;186983.509;20.174;0.017;0.023;1.110;24;2024-09-09;14:26:26
schurfert3-13;?;203840.557;186983.074;20.050;0.016;0.022;1.111;24;2024-09-09;14:26:41
schurfert3-14;?;203839.466;186982.720;20.152;0.017;0.022;1.158;23;2024-09-09;14:26:52
schurfert3-15;?;203838.453;186982.618;20.197;0.029;0.047;1.158;23;2024-09-09;14:27:06
schurfert3-16;?;203840.934;186986.589;20.408;0.023;0.041;1.158;23;2024-09-09;14:27:40
schurfert3-17;?;203840.030;186986.429;20.081;0.015;0.026;1.157;23;2024-09-09;14:28:01
schurfert3-18;?;203839.119;186986.095;19.804;0.015;0.028;1.157;23;2024-09-09;14:28:20
schurfert3-19;?;203837.966;186985.822;19.744;0.017;0.039;1.156;23;2024-09-09;14:28:37
schurfert3-20;?;203837.321;186985.553;20.202;0.016;0.039;1.156;23;2024-09-09;14:28:52
schurfert3-21;?;203840.506;186990.764;20.659;0.016;0.031;1.155;23;2024-09-09;14:29:26
schurfert3-22;?;203839.390;186990.935;20.113;0.015;0.032;1.154;23;2024-09-09;14:29:41
schurfert3-23;?;203838.053;186991.086;19.778;0.015;0.033;1.154;23;2024-09-09;14:30:07
schurfert3-24;?;203836.727;186991.109;19.765;0.015;0.036;1.153;23;2024-09-09;14:30:33
schurfert3-25;?;203835.892;186991.055;20.023;0.016;0.041;1.347;18;2024-09-09;14:30:51
schurfert3-26;?;203842.367;186994.294;20.587;0.015;0.031;1.379;17;2024-09-09;14:31:39
schurfert3-27;?;203841.083;186995.188;20.364;0.014;0.026;1.379;17;2024-09-09;14:31:54
schurfert3-28;?;203840.129;186996.007;20.214;0.014;0.027;1.380;17;2024-09-09;14:32:14
schurfert3-29;?;203838.729;186997.054;19.924;0.014;0.027;1.413;16;2024-09-09;14:32:41
schurfert3-30;?;203837.576;186998.297;20.140;0.015;0.036;1.414;16;2024-09-09;14:33:06
schurfert3-31;?;203844.838;186997.000;20.437;0.017;0.035;1.416;17;2024-09-09;14:33:51
schurfert3-32;?;203844.305;186997.862;20.433;0.017;0.042;1.289;17;2024-09-09;14:34:12
schurfert3-33;?;203843.641;186998.799;20.254;0.020;0.067;1.292;17;2024-09-09;14:34:47
schurfert3-34;?;203843.126;186999.873;19.945;0.019;0.035;1.293;17;2024-09-09;14:35:11
schurfert3-35;?;203842.796;187001.279;20.070;0.016;0.023;1.230;17;2024-09-09;14:35:28
schurfert3-36;?;203848.462;186998.939;20.341;0.021;0.085;1.202;18;2024-09-09;14:36:12
schurfert3-37;?;203848.497;186998.116;23.824;0.032;0.039;0.968;25;2024-09-09;14:41:44
schurfert3-38;?;203848.713;186999.165;23.367;0.223;0.194;0.969;25;2024-09-09;14:42:06
schurfert3-39;?;203848.375;187000.818;21.421;0.300;0.493;0.971;25;2024-09-09;14:43:14
schurfert3-40;?;203848.132;187001.555;21.453;0.309;0.526;1.050;24;2024-09-09;14:43:32
schurfert3-41;?;203852.965;186999.397;19.846;0.015;0.017;0.985;26;2024-09-10;10:37:44
schurfert3-42;?;203853.316;187000.248;19.605;0.013;0.015;0.987;26;2024-09-10;10:38:16
schurfert3-43;?;203853.363;187000.998;19.557;0.013;0.015;0.988;26;2024-09-10;10:38:45
schurfert3-44;?;203853.538;187002.361;20.837;0.037;0.017;1.042;25;2024-09-10;10:39:29
schurfert3-46;?;203855.677;186998.412;19.577;0.015;0.015;0.993;26;2024-09-10;10:40:25
schurfert3-47;?;203855.723;186999.224;19.580;0.014;0.015;0.994;26;2024-09-10;10:40:42
schurfert3-48;?;203855.915;187001.106;19.825;0.028;0.016;0.995;26;2024-09-10;10:41:06
schurfert3-49;?;203856.739;187002.122;20.304;0.029;0.014;0.997;26;2024-09-10;10:41:52
schurfert3-50;?;203859.633;186997.719;20.236;0.011;0.013;0.998;26;2024-09-10;10:42:26
schurfert3-51;?;203860.018;186998.502;20.020;0.011;0.013;0.999;26;2024-09-10;10:42:40
schurfert3-52;?;203860.463;186999.645;19.865;0.011;0.013;1.000;26;2024-09-10;10:42:55
schurfert3-53;?;203860.682;187000.662;19.861;0.011;0.014;1.000;26;2024-09-10;10:43:13
schurfert3-54;?;203861.162;187001.914;20.361;0.018;0.013;1.001;26;2024-09-10;10:43:29
schurfert3-45;?;203856.361;187002.935;19.384;0.019;0.021;0.975;27;2024-09-10;10:44:41
schurfert3-45cor;?;203853.203;187004.443;20.052;0.015;0.015;1.064;25;2024-09-10;10:51:03
schurfert3-50;?;203856.581;187002.888;20.132;0.019;0.019;0.997;26;2024-09-10;10:54:22
schurfert3-45;?;203854.395;187004.280;20.331;0.019;0.020;1.200;23;2024-09-10;10:55:00
schurfert3-51;?;203859.496;186997.505;20.296;0.013;0.017;1.010;26;2024-09-10;10:56:03
schurfert3-52;?;203860.211;186998.368;19.990;0.014;0.018;1.010;26;2024-09-10;10:56:16
schurfert3-53;?;203860.807;186999.547;19.888;0.015;0.020;1.011;26;2024-09-10;10:56:28
schurfert3-54;?;203861.133;187000.642;20.179;0.015;0.020;1.089;26;2024-09-10;10:56:46
schurfert3-55;?;203861.544;187001.581;20.391;0.018;0.020;1.090;25;2024-09-10;10:56:59
schurfert3-56;?;203862.659;186995.403;20.210;0.015;0.019;1.015;26;2024-09-10;10:57:30
schurfert3-57;?;203863.525;186996.416;20.000;0.017;0.021;1.015;26;2024-09-10;10:57:43
schurfert3-58;?;203864.225;186997.224;19.987;0.018;0.022;1.016;26;2024-09-10;10:57:55
schurfert3-59;?;203864.977;186998.061;20.108;0.019;0.022;1.017;26;2024-09-10;10:58:08
schurfert3-60;?;203865.716;186998.803;20.336;0.020;0.023;1.018;26;2024-09-10;10:58:23
schurfert3-61;?;203865.001;186993.070;20.134;0.013;0.018;1.020;26;2024-09-10;10:58:57
schurfert3-62;?;203865.487;186993.544;19.922;0.015;0.019;1.020;26;2024-09-10;10:59:12
schurfert3-63;?;203866.607;186994.298;19.908;0.016;0.020;1.021;26;2024-09-10;10:59:26
schurfert3-64;?;203867.181;186994.860;20.120;0.017;0.020;1.022;26;2024-09-10;10:59:38
schurfert3-65;?;203867.761;186995.485;20.321;0.019;0.020;1.050;26;2024-09-10;10:59:55
schurfert3-66;?;203867.572;186989.836;20.030;0.014;0.018;1.024;26;2024-09-10;11:00:26
schurfert3-67;?;203868.432;186990.323;19.756;0.014;0.019;1.025;26;2024-09-10;11:00:42
schurfert3-68;?;203869.250;186990.833;19.930;0.014;0.019;1.109;25;2024-09-10;11:00:54
schurfert3-69;?;203869.895;186991.461;20.025;0.013;0.019;1.110;25;2024-09-10;11:01:06
schurfert3-70;?;203870.357;186991.946;20.326;0.015;0.019;1.111;25;2024-09-10;11:01:21
schurfert3-71;?;203869.193;186987.377;20.367;0.018;0.021;1.114;25;2024-09-10;11:01:49
schurfert3-72;?;203869.897;186987.963;19.750;0.018;0.021;1.115;25;2024-09-10;11:02:02
schurfert3-73;?;203870.839;186988.819;19.987;0.018;0.023;1.116;25;2024-09-10;11:02:17
schurfert3-74;?;203871.462;186989.496;20.151;0.015;0.019;1.117;25;2024-09-10;11:02:32
schurfert3-75;?;203872.323;186990.294;20.308;0.023;0.020;1.136;23;2024-09-10;11:02:48
schurfert4-1;?;203906.297;187003.424;20.254;0.023;0.021;1.129;25;2024-09-10;11:05:06
schurfert4-2;?;203905.639;187003.595;20.193;0.015;0.019;1.130;25;2024-09-10;11:05:23
schurfert4-3;?;203904.425;187003.780;20.137;0.014;0.020;1.131;25;2024-09-10;11:05:37
schurfert4-4;?;203903.364;187003.800;20.078;0.015;0.020;1.132;25;2024-09-10;11:05:49
schurfert4-5;?;203902.324;187003.941;20.309;0.023;0.020;1.133;25;2024-09-10;11:06:03
schurfert4-6;?;203907.090;187006.360;20.304;0.014;0.018;1.135;25;2024-09-10;11:06:28
schurfert4-7;?;203906.280;187006.568;20.206;0.013;0.018;1.136;25;2024-09-10;11:06:42
schurfert4-8;?;203905.024;187006.766;20.229;0.013;0.017;1.137;25;2024-09-10;11:06:57
schurfert4-9;?;203904.136;187006.869;20.119;0.013;0.017;1.138;25;2024-09-10;11:07:09
schurfert4-10;?;203902.932;187006.801;20.081;0.017;0.019;1.139;25;2024-09-10;11:07:22
schurfert4-11;?;203907.525;187009.328;20.359;0.020;0.021;1.318;23;2024-09-10;11:07:46
schurfert4-12;?;203906.630;187009.264;20.395;0.016;0.021;1.167;23;2024-09-10;11:07:59
schurfert4-13;?;203905.126;187009.220;20.223;0.015;0.019;1.211;24;2024-09-10;11:08:12
schurfert4-14;?;203904.148;187009.074;20.186;0.015;0.020;1.211;24;2024-09-10;11:08:23
schurfert4-15;?;203902.985;187008.877;20.066;0.020;0.021;1.212;24;2024-09-10;11:08:39
schurfert4-16;?;203906.760;187012.486;20.269;0.017;0.021;1.252;23;2024-09-10;11:08:59
schurfert4-17;?;203905.795;187012.401;20.349;0.016;0.021;1.214;24;2024-09-10;11:09:13
schurfert4-18;?;203904.319;187012.248;20.206;0.016;0.021;1.214;24;2024-09-10;11:09:25
schurfert4-19;?;203903.285;187011.993;20.201;0.017;0.023;1.215;24;2024-09-10;11:09:39
schurfert4-20;?;203902.131;187011.743;20.241;0.024;0.023;1.216;24;2024-09-10;11:09:52
schurfert4-21;?;203906.309;187015.569;20.292;0.022;0.024;1.255;23;2024-09-10;11:10:15
schurfert4-22;?;203905.169;187015.621;20.235;0.017;0.024;1.256;23;2024-09-10;11:10:29
schurfert4-23;?;203903.817;187015.496;20.219;0.016;0.022;1.256;23;2024-09-10;11:10:41
schurfert4-24;?;203902.806;187015.332;20.194;0.016;0.022;1.257;23;2024-09-10;11:10:53
schurfert4-25;?;203901.722;187015.081;20.152;0.016;0.022;1.257;23;2024-09-10;11:11:05
schurfert4-26;?;203906.026;187018.970;20.358;0.018;0.022;1.258;23;2024-09-10;11:11:28
schurfert4-27;?;203905.143;187018.867;20.347;0.016;0.021;1.258;24;2024-09-10;11:11:41
schurfert4-28;?;203903.709;187018.829;20.259;0.014;0.020;1.221;24;2024-09-10;11:11:54
schurfert4-29;?;203902.681;187018.851;20.246;0.014;0.019;1.222;24;2024-09-10;11:12:09
schurfert4-30;?;203901.322;187018.548;20.222;0.016;0.020;1.223;24;2024-09-10;11:12:24
schurfert4-31;?;203905.958;187022.281;20.449;0.018;0.022;1.281;22;2024-09-10;11:12:50
schurfert4-32;?;203905.100;187022.199;20.271;0.014;0.018;1.281;22;2024-09-10;11:13:02
schurfert4-33;?;203903.535;187022.022;20.286;0.012;0.016;1.262;23;2024-09-10;11:13:18
schurfert4-34;?;203902.414;187021.837;20.287;0.012;0.017;1.262;23;2024-09-10;11:13:32
schurfert4-35;?;203901.237;187021.540;20.346;0.013;0.016;1.262;23;2024-09-10;11:13:43
schurfert4-36;?;203905.909;187025.598;20.481;0.015;0.017;1.263;23;2024-09-10;11:14:06
schurfert4-37;?;203905.130;187025.516;20.459;0.012;0.016;1.263;23;2024-09-10;11:14:19
schurfert4-38;?;203903.477;187025.406;20.246;0.012;0.017;1.264;23;2024-09-10;11:14:34
schurfert4-39;?;203902.175;187025.046;20.221;0.012;0.017;1.228;24;2024-09-10;11:14:46
schurfert4-40;?;203901.222;187024.884;20.286;0.013;0.016;1.229;24;2024-09-10;11:15:00
schurfert4-41;?;203905.065;187029.175;20.471;0.015;0.018;1.265;23;2024-09-10;11:15:25
schurfert4-42;?;203904.042;187029.051;20.399;0.012;0.017;1.265;23;2024-09-10;11:15:38
schurfert4-43;?;203902.754;187028.760;20.234;0.013;0.017;1.265;23;2024-09-10;11:15:52
schurfert4-44;?;203901.858;187028.569;20.215;0.012;0.017;1.266;23;2024-09-10;11:16:06
schurfert4-45;?;203900.810;187028.480;20.330;0.013;0.017;1.231;24;2024-09-10;11:16:18
schurfert4-46;?;203904.737;187032.379;20.377;0.013;0.014;1.266;23;2024-09-10;11:16:46
schurfert4-47;?;203903.809;187032.304;20.332;0.011;0.014;1.267;23;2024-09-10;11:16:58
schurfert4-48;?;203902.121;187032.052;20.294;0.010;0.013;1.267;23;2024-09-10;11:17:11
schurfert4-49;?;203901.185;187031.894;20.260;0.010;0.013;1.267;23;2024-09-10;11:17:24
schurfert4-50;?;203900.102;187031.646;20.336;0.016;0.014;1.267;23;2024-09-10;11:17:37
schurfert4-51;?;203904.054;187035.347;20.473;0.011;0.013;1.267;23;2024-09-10;11:18:03
schurfert4-52;?;203903.184;187035.272;20.404;0.011;0.013;1.268;23;2024-09-10;11:18:17
schurfert4-53;?;203901.760;187035.120;20.315;0.009;0.012;1.268;23;2024-09-10;11:18:31
schurfert4-54;?;203900.347;187035.074;20.279;0.009;0.012;1.268;23;2024-09-10;11:18:46
schurfert4-55;?;203898.996;187035.071;20.241;0.011;0.012;1.268;23;2024-09-10;11:19:00
schurfert4-56;?;203903.496;187039.269;20.339;0.010;0.013;1.268;23;2024-09-10;11:19:32
schurfert4-57;?;203902.493;187039.374;20.311;0.010;0.012;1.268;23;2024-09-10;11:19:45
schurfert4-58;?;203901.368;187039.466;20.199;0.010;0.012;1.268;23;2024-09-10;11:19:58
schurfert4-59;?;203900.296;187039.536;20.250;0.009;0.013;1.268;23;2024-09-10;11:20:11
schurfert4-60;?;203899.311;187039.711;20.153;0.010;0.013;1.268;23;2024-09-10;11:20:24
schurfert4-61;?;203904.148;187042.525;20.348;0.009;0.012;1.268;23;2024-09-10;11:20:48
schurfert4-62;?;203903.294;187042.617;20.272;0.009;0.011;1.268;23;2024-09-10;11:21:03
schurfert4-63;?;203902.224;187042.782;20.222;0.009;0.012;1.268;23;2024-09-10;11:21:16
schurfert4-64;?;203901.208;187042.965;20.085;0.009;0.012;1.268;23;2024-09-10;11:21:31
schurfert4-65;?;203900.296;187043.152;20.131;0.010;0.013;1.268;23;2024-09-10;11:21:44
schurfert4-66;?;203904.481;187045.651;20.393;0.010;0.013;1.268;23;2024-09-10;11:22:06
schurfert4-67;?;203903.699;187045.777;20.292;0.009;0.012;1.268;23;2024-09-10;11:22:21
schurfert4-68;?;203902.379;187046.139;20.222;0.009;0.013;1.268;23;2024-09-10;11:22:33
schurfert4-69;?;203901.269;187046.339;20.033;0.009;0.012;1.268;23;2024-09-10;11:22:48
schurfert4-70;?;203900.109;187046.375;20.326;0.014;0.013;1.268;23;2024-09-10;11:23:02
schurfert4-71;?;203904.918;187049.126;20.276;0.010;0.014;1.268;23;2024-09-10;11:23:29
schurfert4-72;?;203904.154;187049.322;20.299;0.010;0.014;1.268;23;2024-09-10;11:23:41
schurfert4-73;?;203903.093;187049.479;20.289;0.010;0.014;1.267;23;2024-09-10;11:23:54
schurfert4-74;?;203901.625;187049.767;20.245;0.015;0.015;1.267;23;2024-09-10;11:24:15
schurfert4-75;?;203900.614;187050.040;20.564;0.023;0.016;1.267;24;2024-09-10;11:24:31
schurfert5-1;?;203934.273;187087.926;20.573;0.018;0.017;1.041;24;2024-09-10;13:12:49
schurfert5-2;?;203933.586;187088.577;20.254;0.015;0.015;1.041;24;2024-09-10;13:13:01
schurfert5-3;?;203932.752;187089.321;20.252;0.015;0.016;1.041;24;2024-09-10;13:13:14
schurfert5-4;?;203932.135;187089.955;20.279;0.014;0.015;1.041;24;2024-09-10;13:13:28
schurfert5-5;?;203931.453;187090.681;20.328;0.013;0.014;1.025;25;2024-09-10;13:13:40
schurfert5-6;?;203936.103;187090.063;20.674;0.012;0.014;1.079;25;2024-09-10;13:14:03
schurfert5-7;?;203935.532;187090.542;20.314;0.012;0.014;1.025;25;2024-09-10;13:14:14
schurfert5-8;?;203934.451;187091.476;20.259;0.012;0.014;1.025;24;2024-09-10;13:14:26
schurfert5-9;?;203933.604;187092.192;20.228;0.012;0.015;1.025;24;2024-09-10;13:14:40
schurfert5-10;?;203932.717;187093.037;20.501;0.019;0.016;1.026;25;2024-09-10;13:14:53
schurfert5-11;?;203937.675;187092.509;20.323;0.011;0.013;1.042;24;2024-09-10;13:15:17
schurfert5-12;?;203937.026;187092.987;20.238;0.011;0.013;1.081;24;2024-09-10;13:15:29
schurfert5-13;?;203935.857;187093.742;20.224;0.011;0.013;1.082;24;2024-09-10;13:15:44
schurfert5-14;?;203934.895;187094.483;20.304;0.015;0.014;1.082;25;2024-09-10;13:15:56
schurfert5-15;?;203934.042;187094.989;20.532;0.020;0.015;1.064;25;2024-09-10;13:16:12
schurfert5-16;?;203939.516;187095.225;20.549;0.012;0.013;1.139;24;2024-09-10;13:16:36
schurfert5-17;?;203938.905;187095.652;20.315;0.011;0.013;1.117;23;2024-09-10;13:16:48
schurfert5-18;?;203937.916;187096.336;20.256;0.010;0.013;1.060;23;2024-09-10;13:17:01
schurfert5-19;?;203937.075;187096.942;20.216;0.011;0.013;1.160;22;2024-09-10;13:17:18
schurfert5-20;?;203935.955;187097.805;20.347;0.019;0.014;1.159;22;2024-09-10;13:17:32
schurfert5-21;?;203940.793;187098.218;20.602;0.011;0.013;1.042;25;2024-09-10;13:17:56
schurfert5-22;?;203940.155;187098.596;20.349;0.010;0.013;1.026;24;2024-09-10;13:18:07
schurfert5-23;?;203939.025;187099.260;20.173;0.011;0.014;1.026;25;2024-09-10;13:18:20
schurfert5-24;?;203938.203;187099.888;20.206;0.016;0.014;1.059;25;2024-09-10;13:18:33
schurfert5-25;?;203937.336;187100.595;20.212;0.022;0.019;1.130;23;2024-09-10;13:18:53
schurfert5-26;?;203942.852;187101.427;20.597;0.013;0.014;1.106;23;2024-09-10;13:19:28
schurfert5-27;?;203942.176;187102.196;20.315;0.011;0.015;1.085;24;2024-09-10;13:19:42
schurfert5-28;?;203941.436;187103.217;20.197;0.012;0.015;1.085;24;2024-09-10;13:19:57
schurfert5-29;?;203940.816;187103.914;20.225;0.012;0.014;1.085;24;2024-09-10;13:20:12
schurfert5-30;?;203940.168;187104.812;20.476;0.020;0.016;1.137;22;2024-09-10;13:20:27
schurfert5-31;?;203945.793;187103.677;20.523;0.012;0.014;1.110;23;2024-09-10;13:20:56
schurfert5-32;?;203945.141;187104.382;20.401;0.011;0.014;1.110;23;2024-09-10;13:21:11
schurfert5-33;?;203944.491;187105.351;20.186;0.011;0.015;1.085;24;2024-09-10;13:21:24
schurfert5-34;?;203944.098;187106.112;20.102;0.011;0.015;1.085;24;2024-09-10;13:21:41
schurfert5-35;?;203943.362;187107.439;20.358;0.017;0.017;1.323;22;2024-09-10;13:21:54
schurfert5-36;?;203949.032;187105.212;20.583;0.011;0.013;1.106;24;2024-09-10;13:22:20
schurfert5-37;?;203948.683;187105.852;20.432;0.012;0.014;1.085;24;2024-09-10;13:22:36
schurfert5-38;?;203948.191;187106.915;20.269;0.011;0.014;1.106;24;2024-09-10;13:22:48
schurfert5-39;?;203947.651;187107.997;20.242;0.013;0.014;1.177;23;2024-09-10;13:23:01
schurfert5-40;?;203947.297;187109.078;20.497;0.020;0.015;1.272;21;2024-09-10;13:23:18
schurfert5-41;?;203952.046;187106.435;20.439;0.011;0.013;1.093;25;2024-09-10;13:23:46
schurfert5-42;?;203951.589;187107.312;20.523;0.011;0.014;1.042;25;2024-09-10;13:24:02
schurfert5-43;?;203951.304;187108.300;20.237;0.012;0.015;1.042;24;2024-09-10;13:24:15
schurfert5-44;?;203950.832;187109.014;20.045;0.011;0.015;1.021;25;2024-09-10;13:24:28
schurfert5-45;?;203950.310;187110.135;20.173;0.014;0.016;1.277;22;2024-09-10;13:24:41
schurfert5-46;?;203956.420;187107.915;20.470;0.010;0.013;1.021;25;2024-09-10;13:25:14
schurfert5-47;?;203956.304;187108.735;20.357;0.011;0.013;1.021;25;2024-09-10;13:25:32
schurfert5-48;?;203956.416;187110.113;20.272;0.011;0.014;1.096;25;2024-09-10;13:25:43
schurfert5-49;?;203955.958;187111.864;19.838;0.012;0.015;1.181;24;2024-09-10;13:25:59
schurfert5-50;?;203955.359;187113.538;20.525;0.021;0.016;1.235;21;2024-09-10;13:26:21
schurfert5-51;?;203959.698;187107.294;20.252;0.011;0.015;1.177;21;2024-09-10;13:27:03
schurfert5-52;?;203960.096;187108.122;20.254;0.011;0.013;1.125;23;2024-09-10;13:27:19
schurfert5-53;?;203960.467;187109.259;20.290;0.010;0.014;1.230;24;2024-09-10;13:27:31
schurfert5-54;?;203960.957;187110.285;20.257;0.010;0.013;1.126;23;2024-09-10;13:27:42
schurfert5-55;?;203961.230;187111.431;20.194;0.010;0.013;1.101;24;2024-09-10;13:27:54
schurfert5-56;?;203963.000;187105.188;20.297;0.011;0.014;1.143;23;2024-09-10;13:28:22
schurfert5-57;?;203963.560;187105.852;20.196;0.011;0.014;1.128;23;2024-09-10;13:28:35
schurfert5-58;?;203964.344;187106.992;20.190;0.010;0.014;1.129;23;2024-09-10;13:28:48
schurfert5-59;?;203965.182;187108.050;20.290;0.011;0.015;1.200;23;2024-09-10;13:28:59
schurfert5-60;?;203965.784;187108.840;20.361;0.011;0.014;1.145;23;2024-09-10;13:29:11
schurfert5-61;?;203965.597;187102.349;20.226;0.011;0.015;1.146;22;2024-09-10;13:29:44
schurfert5-62;?;203966.390;187102.610;20.205;0.011;0.014;1.131;23;2024-09-10;13:29:56
schurfert5-63;?;203967.363;187102.949;20.359;0.011;0.015;1.132;23;2024-09-10;13:30:08
schurfert5-64;?;203968.367;187103.484;20.243;0.011;0.015;1.132;23;2024-09-10;13:30:21
schurfert5-65;?;203969.426;187103.715;20.374;0.015;0.016;1.148;22;2024-09-10;13:30:35
schurfert5-66;?;203966.374;187098.893;20.295;0.011;0.014;1.134;23;2024-09-10;13:31:01
schurfert5-67;?;203967.182;187099.125;20.273;0.011;0.014;1.134;23;2024-09-10;13:31:14
schurfert5-68;?;203968.237;187099.379;20.284;0.011;0.015;1.135;23;2024-09-10;13:31:27
schurfert5-69;?;203969.103;187099.693;20.224;0.011;0.014;1.135;23;2024-09-10;13:31:40
schurfert5-70;?;203970.154;187099.905;20.488;0.017;0.012;1.150;22;2024-09-10;13:31:53
schurfert5-71;?;203967.240;187095.762;20.408;0.014;0.015;1.136;23;2024-09-10;13:32:16
schurfert5-72;?;203968.120;187096.024;20.174;0.011;0.015;1.137;23;2024-09-10;13:32:28
schurfert5-73;?;203969.325;187096.269;20.237;0.011;0.015;1.137;23;2024-09-10;13:32:41
