INDIVIDUAL MEASUREMENTS
Name;Code;Easting;Northing;Elevation;HzPrec;VtPrec;PDOP;satellites;Date;Time
schurfert1-47;?;203769.335;186891.168;19.962;0.008;0.012;1.125;25;2024-09-02;14:46:41
schurfert1-48;?;203769.088;186891.810;19.937;0.008;0.012;1.125;25;2024-09-02;14:46:57
schurfert1-49;?;203768.979;186892.612;19.892;0.008;0.011;1.125;25;2024-09-02;14:47:12
schurfert1-50;?;203768.823;186893.456;19.918;0.008;0.011;1.125;25;2024-09-02;14:47:25
schurfert1-51;?;203772.345;186890.470;20.150;0.008;0.012;1.125;25;2024-09-02;14:47:56
schurfert1-52;?;203772.106;186891.491;20.018;0.008;0.012;1.191;24;2024-09-02;14:48:11
schurfert1-53;?;203771.737;186892.392;20.076;0.008;0.012;1.190;24;2024-09-02;14:48:26
schurfert1-54;?;203771.246;186893.432;19.976;0.008;0.012;1.189;24;2024-09-02;14:48:41
schurfert1-55;?;203770.721;186894.435;20.044;0.008;0.011;1.188;24;2024-09-02;14:48:57
schurfert1-56;?;203775.069;186891.601;20.184;0.007;0.011;1.125;25;2024-09-02;14:49:29
schurfert1-57;?;203774.592;186892.588;19.973;0.008;0.011;1.125;25;2024-09-02;14:49:44
schurfert1-58;?;203774.052;186893.587;20.173;0.008;0.011;1.125;25;2024-09-02;14:49:58
schurfert1-59;?;203773.605;186894.518;20.005;0.008;0.012;1.125;25;2024-09-02;14:50:13
schurfert1-60;?;203772.990;186895.610;20.017;0.009;0.014;1.100;26;2024-09-02;14:50:28
schurfert1-61;?;203778.077;186892.932;20.104;0.008;0.013;1.100;26;2024-09-02;14:50:54
schurfert1-62;?;203777.651;186893.856;19.987;0.009;0.014;1.100;26;2024-09-02;14:51:10
schurfert1-63;?;203776.858;186895.182;20.242;0.008;0.013;1.100;26;2024-09-02;14:51:27
schurfert1-64;?;203776.356;186896.117;20.052;0.009;0.013;1.100;26;2024-09-02;14:51:43
schurfert1-65;?;203775.784;186897.193;20.040;0.009;0.014;1.100;26;2024-09-02;14:51:59
schurfert1-66;?;203781.261;186894.712;20.220;0.008;0.012;1.100;26;2024-09-02;14:52:28
schurfert1-67;?;203780.829;186895.612;19.963;0.008;0.012;1.100;26;2024-09-02;14:52:42
schurfert1-68;?;203780.312;186896.746;20.121;0.008;0.011;1.100;26;2024-09-02;14:52:58
schurfert1-69;?;203779.641;186897.793;19.979;0.008;0.011;1.100;26;2024-09-02;14:53:18
schurfert1-70;?;203779.125;186898.629;20.016;0.008;0.011;1.100;26;2024-09-02;14:53:34
schurfert1-71;?;203783.821;186896.098;20.210;0.008;0.010;1.099;26;2024-09-02;14:54:07
schurfert1-72;?;203783.397;186897.015;19.971;0.008;0.010;1.099;26;2024-09-02;14:54:25
schurfert1-73;?;203782.884;186897.954;20.111;0.008;0.010;1.099;26;2024-09-02;14:54:41
schurfert1-74;?;203782.386;186899.013;20.189;0.007;0.010;1.098;26;2024-09-02;14:54:55
schurfert1-75;?;203781.966;186899.711;20.190;0.008;0.011;1.098;26;2024-09-02;14:55:09
controle1-1;?;205592.042;188257.462;21.525;0.014;0.019;1.413;21;2024-09-03;12:19:10
controle1-2;?;205591.480;188258.215;21.262;0.013;0.018;1.413;21;2024-09-03;12:19:27
controle1-3;?;205590.722;188259.239;21.317;0.013;0.019;1.414;22;2024-09-03;12:19:43
controle1-4;?;205590.288;188260.110;21.596;0.012;0.018;1.322;22;2024-09-03;12:19:59
controle1-5;?;205589.698;188260.926;21.573;0.012;0.018;1.415;21;2024-09-03;12:20:18
controle1-6;?;205594.662;188259.592;21.365;0.013;0.019;1.416;21;2024-09-03;12:20:56
controle1-7;?;205594.170;188260.309;21.242;0.013;0.019;1.416;21;2024-09-03;12:21:10
controle1-8;?;205593.536;188261.151;21.266;0.012;0.018;1.299;22;2024-09-03;12:21:25
controle1-9;?;205593.055;188261.899;21.419;0.012;0.018;1.387;22;2024-09-03;12:21:39
controle1-10;?;205592.701;188262.594;21.452;0.012;0.018;1.225;23;2024-09-03;12:21:56
controle1-11;?;205597.278;188261.478;21.347;0.013;0.020;1.225;23;2024-09-03;12:22:24
controle1-12;?;205596.880;188262.231;21.283;0.013;0.019;1.225;23;2024-09-03;12:22:37
controle1-13;?;205596.284;188263.031;21.303;0.013;0.020;1.224;23;2024-09-03;12:22:51
controle1-14;?;205595.904;188263.790;21.469;0.012;0.019;1.224;23;2024-09-03;12:23:05
controle1-15;?;205595.461;188264.445;21.333;0.013;0.019;1.224;23;2024-09-03;12:23:18
controle1-16;?;205600.203;188263.726;21.312;0.013;0.019;1.224;23;2024-09-03;12:23:44
controle1-17;?;205599.834;188264.402;21.217;0.013;0.020;1.223;23;2024-09-03;12:23:58
controle1-18;?;205599.342;188265.228;21.288;0.013;0.020;1.223;23;2024-09-03;12:24:13
controle1-19;?;205598.947;188266.041;21.488;0.013;0.019;1.223;23;2024-09-03;12:24:27
controle1-20;?;205598.458;188266.657;21.426;0.013;0.020;1.222;23;2024-09-03;12:24:41
controle1-21;?;205602.970;188265.482;21.376;0.013;0.020;1.221;23;2024-09-03;12:25:08
controle1-22;?;205602.680;188266.333;21.214;0.013;0.020;1.221;23;2024-09-03;12:25:21
controle1-23;?;205602.168;188266.933;21.231;0.014;0.020;1.221;23;2024-09-03;12:25:37
controle1-24;?;205601.763;188267.733;21.473;0.013;0.020;1.220;23;2024-09-03;12:25:52
controle1-25;?;205601.282;188268.294;21.526;0.013;0.019;1.256;23;2024-09-03;12:26:08
controle1-26;?;205605.814;188267.282;21.281;0.014;0.021;1.218;23;2024-09-03;12:26:34
controle1-27;?;205605.612;188267.985;21.267;0.014;0.021;1.218;23;2024-09-03;12:26:48
controle1-28;?;205605.129;188268.918;21.252;0.013;0.020;1.217;23;2024-09-03;12:27:04
controle1-29;?;205604.615;188269.638;21.469;0.013;0.020;1.217;23;2024-09-03;12:27:19
controle1-30;?;205604.245;188270.221;21.562;0.013;0.020;1.216;23;2024-09-03;12:27:33
controle1-31;?;205608.722;188268.849;21.410;0.013;0.020;1.215;23;2024-09-03;12:27:58
controle1-32;?;205608.394;188269.523;21.247;0.013;0.020;1.214;23;2024-09-03;12:28:13
controle1-33;?;205607.806;188270.320;21.275;0.013;0.019;1.213;23;2024-09-03;12:28:27
controle1-34;?;205607.212;188271.194;21.489;0.013;0.019;1.213;23;2024-09-03;12:28:41
controle1-35;?;205606.638;188271.716;21.344;0.013;0.018;1.248;23;2024-09-03;12:28:53
controle1-36;?;205611.299;188270.920;21.289;0.013;0.019;1.211;23;2024-09-03;12:29:18
controle1-37;?;205610.858;188271.529;21.237;0.013;0.018;1.210;23;2024-09-03;12:29:32
controle1-38;?;205610.160;188272.314;21.333;0.014;0.020;1.209;23;2024-09-03;12:29:48
controle1-39;?;205609.683;188273.182;21.512;0.012;0.018;1.208;23;2024-09-03;12:30:03
controle1-40;?;205609.252;188273.887;21.528;0.013;0.018;1.207;23;2024-09-03;12:30:16
controle1-41;?;205614.147;188272.787;21.290;0.012;0.017;1.240;23;2024-09-03;12:30:44
controle1-42;?;205613.742;188273.577;21.283;0.013;0.018;1.239;22;2024-09-03;12:30:58
controle1-43;?;205613.205;188274.331;21.367;0.012;0.018;1.204;23;2024-09-03;12:31:14
controle1-44;?;205612.669;188275.061;21.374;0.012;0.018;1.244;22;2024-09-03;12:31:29
controle1-45;?;205612.206;188275.693;21.433;0.013;0.018;1.236;21;2024-09-03;12:31:42
controle1-46;?;205616.791;188274.521;21.268;0.011;0.016;1.388;20;2024-09-03;12:32:06
controle1-47;?;205616.408;188275.241;21.323;0.011;0.015;1.284;20;2024-09-03;12:32:21
controle1-48;?;205615.808;188275.917;21.434;0.010;0.014;1.282;20;2024-09-03;12:32:36
controle1-49;?;205615.344;188276.670;21.532;0.010;0.014;1.231;21;2024-09-03;12:32:53
controle1-50;?;205614.731;188277.315;21.491;0.010;0.014;1.364;19;2024-09-03;12:33:06
controle1-51;?;205619.961;188276.171;21.366;0.012;0.019;1.396;20;2024-09-03;12:33:33
controle1-52;?;205619.589;188276.968;21.371;0.011;0.017;1.345;20;2024-09-03;12:33:49
controle1-53;?;205618.703;188277.769;21.461;0.011;0.018;1.413;20;2024-09-03;12:34:11
controle1-54;?;205618.102;188278.448;21.451;0.014;0.024;1.351;19;2024-09-03;12:34:47
controle1-55;?;205617.629;188279.287;21.515;0.015;0.018;1.469;18;2024-09-03;12:35:17
controle1-56;?;205622.555;188277.826;21.369;0.011;0.015;1.467;20;2024-09-03;12:35:47
controle1-57;?;205622.193;188278.574;21.423;0.012;0.015;1.466;19;2024-09-03;12:36:04
controle1-58;?;205621.458;188279.273;21.463;0.012;0.016;1.437;19;2024-09-03;12:36:22
controle1-59;?;205620.727;188279.918;21.278;0.017;0.031;1.395;18;2024-09-03;12:37:17
controle1-60;?;205620.338;188280.544;21.760;0.017;0.033;1.527;19;2024-09-03;12:37:43
controle1-61;?;205625.148;188279.625;21.394;0.012;0.017;1.371;20;2024-09-03;12:38:27
controle1-62;?;205624.617;188280.412;21.410;0.013;0.018;1.384;19;2024-09-03;12:38:42
controle1-63;?;205624.035;188281.146;21.450;0.043;0.071;1.533;18;2024-09-03;12:39:16
controle1-64;?;205623.845;188282.180;21.311;0.058;0.029;1.480;19;2024-09-03;12:41:13
controle1-65;?;205623.542;188283.295;21.578;0.080;0.183;2.491;20;2024-09-03;12:42:03
controle1-66;?;205628.158;188281.644;21.423;0.012;0.018;1.471;21;2024-09-03;12:42:35
controle1-67;?;205627.644;188282.431;21.343;0.012;0.019;1.337;22;2024-09-03;12:42:50
controle1-68;?;205627.206;188283.130;21.390;0.013;0.022;1.288;22;2024-09-03;12:43:08
controle1-69;?;205626.621;188283.907;21.308;0.014;0.019;1.316;19;2024-09-03;12:43:28
controle1-70;?;205626.086;188284.692;21.461;0.014;0.019;1.290;20;2024-09-03;12:43:47
controle1-71;?;205631.069;188283.379;21.301;0.011;0.015;1.276;21;2024-09-03;12:44:13
controle1-72;?;205630.458;188284.159;21.341;0.016;0.024;1.507;18;2024-09-03;12:44:37
controle1-73;?;205629.801;188284.949;21.334;0.018;0.027;1.665;18;2024-09-03;12:45:18
controle1-74;?;205629.210;188285.336;21.435;0.018;0.023;1.592;17;2024-09-03;12:45:46
controle1-75;?;205628.815;188285.930;21.698;0.120;0.029;1.673;16;2024-09-03;12:46:51
controle2-1;?;205675.725;188309.604;21.358;0.015;0.026;1.088;25;2024-09-03;15:10:27
controle2-2;?;205675.481;188310.319;21.262;0.014;0.026;1.089;25;2024-09-03;15:10:43
controle2-3;?;205675.027;188310.989;21.371;0.014;0.026;1.089;25;2024-09-03;15:11:00
controle2-4;?;205674.564;188311.682;21.349;0.013;0.020;1.089;25;2024-09-03;15:11:15
controle2-5;?;205674.022;188312.556;21.331;0.012;0.020;1.089;25;2024-09-03;15:11:28
controle2-6;?;205678.913;188311.246;21.285;0.013;0.021;1.090;25;2024-09-03;15:11:50
controle2-7;?;205678.553;188311.974;21.239;0.012;0.019;1.090;25;2024-09-03;15:12:03
controle2-8;?;205678.025;188312.647;21.415;0.012;0.019;1.090;25;2024-09-03;15:12:16
controle2-9;?;205677.605;188313.434;21.267;0.011;0.018;1.090;25;2024-09-03;15:12:29
controle2-10;?;205677.081;188314.274;21.303;0.012;0.019;1.090;25;2024-09-03;15:12:41
controle2-11;?;205681.373;188312.710;21.272;0.012;0.019;1.090;25;2024-09-03;15:13:05
controle2-12;?;205680.954;188313.466;21.196;0.012;0.019;1.090;26;2024-09-03;15:13:18
controle2-13;?;205680.614;188314.206;21.296;0.012;0.019;1.071;26;2024-09-03;15:13:31
controle2-14;?;205680.186;188314.836;21.343;0.012;0.020;1.071;26;2024-09-03;15:13:45
controle2-15;?;205679.994;188315.592;21.395;0.012;0.019;1.072;26;2024-09-03;15:13:57
controle2-16;?;205684.293;188314.431;21.197;0.011;0.018;1.082;25;2024-09-03;15:14:22
controle2-17;?;205683.887;188315.213;21.207;0.012;0.020;1.082;25;2024-09-03;15:14:35
controle2-18;?;205683.562;188315.838;21.200;0.012;0.020;1.082;26;2024-09-03;15:14:48
controle2-19;?;205683.109;188316.558;21.115;0.012;0.020;1.072;26;2024-09-03;15:15:02
controle2-20;?;205682.754;188317.271;21.343;0.012;0.020;1.072;26;2024-09-03;15:15:14
controle2-21;?;205687.355;188316.013;21.266;0.011;0.018;1.072;26;2024-09-03;15:15:43
controle2-22;?;205687.033;188316.744;21.252;0.012;0.019;1.072;26;2024-09-03;15:15:55
controle2-23;?;205686.674;188317.481;21.288;0.012;0.019;1.072;26;2024-09-03;15:16:09
controle2-24;?;205686.293;188318.034;21.282;0.011;0.018;1.072;26;2024-09-03;15:16:23
controle2-25;?;205685.864;188318.862;21.569;0.013;0.018;1.072;26;2024-09-03;15:16:36
controle2-26;?;205690.231;188317.269;21.361;0.012;0.019;1.072;26;2024-09-03;15:17:02
controle2-27;?;205689.888;188318.033;21.270;0.012;0.019;1.072;26;2024-09-03;15:17:16
controle2-28;?;205689.540;188318.721;21.297;0.013;0.020;1.072;26;2024-09-03;15:17:30
controle2-29;?;205689.154;188319.498;21.338;0.012;0.019;1.072;26;2024-09-03;15:17:43
controle2-30;?;205688.704;188319.996;21.329;0.012;0.019;1.072;26;2024-09-03;15:17:58
controle2-31;?;205693.146;188318.742;21.326;0.012;0.018;1.071;26;2024-09-03;15:18:24
controle2-32;?;205692.864;188319.393;21.157;0.012;0.018;1.071;26;2024-09-03;15:18:42
controle2-33;?;205692.418;188320.203;21.224;0.013;0.019;1.071;26;2024-09-03;15:18:58
controle2-34;?;205691.925;188321.129;21.391;0.013;0.020;1.071;26;2024-09-03;15:19:12
controle2-35;?;205691.426;188321.907;21.437;0.012;0.020;1.071;26;2024-09-03;15:19:27
controle2-36;?;205696.312;188320.400;21.345;0.012;0.020;1.070;26;2024-09-03;15:19:54
controle2-37;?;205696.040;188321.118;21.281;0.014;0.024;1.070;26;2024-09-03;15:20:11
controle2-38;?;205695.562;188321.838;21.374;0.012;0.020;1.070;26;2024-09-03;15:20:27
controle2-39;?;205695.120;188322.632;21.441;0.014;0.024;1.268;25;2024-09-03;15:20:40
controle2-40;?;205694.831;188323.086;21.401;0.013;0.021;1.269;25;2024-09-03;15:20:56
controle2-41;?;205699.312;188321.858;21.272;0.013;0.023;1.270;25;2024-09-03;15:21:17
controle2-42;?;205699.040;188322.554;21.248;0.013;0.025;1.271;25;2024-09-03;15:21:31
controle2-43;?;205698.487;188323.266;21.290;0.017;0.040;1.271;25;2024-09-03;15:21:49
controle2-44;?;205698.059;188324.264;21.347;0.017;0.041;1.272;25;2024-09-03;15:22:06
controle2-45;?;205697.722;188324.947;21.582;0.017;0.042;1.273;25;2024-09-03;15:22:21
controle2-46;?;205702.176;188323.382;21.297;0.012;0.021;1.274;25;2024-09-03;15:22:45
controle2-47;?;205701.767;188324.277;21.276;0.013;0.024;1.274;25;2024-09-03;15:22:58
controle2-48;?;205701.395;188325.081;21.444;0.013;0.023;1.321;25;2024-09-03;15:23:18
controle2-49;?;205701.004;188325.823;21.470;0.012;0.019;1.303;24;2024-09-03;15:23:31
controle2-50;?;205700.516;188326.499;21.497;0.012;0.020;1.333;23;2024-09-03;15:23:44
controle2-51;?;205705.355;188325.112;21.279;0.016;0.035;1.275;25;2024-09-03;15:24:16
controle2-52;?;205705.143;188325.897;21.270;0.019;0.043;1.276;25;2024-09-03;15:24:34
controle2-53;?;205704.737;188326.780;21.352;0.016;0.037;1.276;25;2024-09-03;15:24:50
controle2-54;?;205704.432;188327.419;21.318;0.013;0.024;1.276;25;2024-09-03;15:25:11
controle2-55;?;205703.728;188328.161;21.409;0.014;0.022;1.304;24;2024-09-03;15:25:28
controle2-56;?;205708.431;188326.326;21.260;0.013;0.019;1.276;25;2024-09-03;15:25:51
controle2-57;?;205708.098;188327.246;21.222;0.012;0.018;1.276;25;2024-09-03;15:26:06
controle2-58;?;205707.684;188328.107;21.522;0.012;0.019;1.276;25;2024-09-03;15:26:22
controle2-59;?;205707.434;188328.873;21.421;0.013;0.019;1.276;25;2024-09-03;15:26:40
controle2-60;?;205706.880;188329.665;21.400;0.014;0.020;1.352;23;2024-09-03;15:26:55
controle2-61;?;205711.066;188327.669;21.401;0.013;0.019;1.275;25;2024-09-03;15:27:15
controle2-62;?;205710.705;188328.586;21.430;0.013;0.019;1.330;24;2024-09-03;15:27:28
controle2-63;?;205710.216;188329.431;21.579;0.012;0.019;1.359;24;2024-09-03;15:27:40
controle2-64;?;205709.827;188330.180;21.500;0.012;0.017;1.358;24;2024-09-03;15:27:52
controle2-65;?;205709.424;188330.945;21.472;0.012;0.018;1.346;23;2024-09-03;15:28:04
controle2-66;?;205714.320;188329.348;21.385;0.011;0.016;1.296;25;2024-09-03;15:28:28
controle2-67;?;205714.064;188330.180;21.352;0.011;0.016;1.273;25;2024-09-03;15:28:44
controle2-68;?;205713.552;188331.028;21.349;0.011;0.016;1.273;25;2024-09-03;15:29:00
controle2-69;?;205713.239;188331.846;21.329;0.011;0.016;1.272;25;2024-09-03;15:29:16
controle2-70;?;205712.958;188332.509;21.574;0.011;0.017;1.271;25;2024-09-03;15:29:29
controle2-71;?;205717.212;188330.803;21.415;0.012;0.017;1.270;25;2024-09-03;15:30:02
controle2-72;?;205716.927;188331.737;21.454;0.012;0.017;1.269;25;2024-09-03;15:30:15
controle2-73;?;205716.472;188332.566;21.427;0.012;0.017;1.242;25;2024-09-03;15:30:29
controle2-74;?;205716.244;188333.194;21.427;0.012;0.017;1.241;25;2024-09-03;15:30:42
controle2-75;?;205715.765;188333.998;21.381;0.012;0.017;1.241;25;2024-09-03;15:30:55
controle3-1;?;205782.636;188360.153;21.537;0.008;0.011;1.217;22;2024-09-04;11:39:41
controle3-2;?;205782.370;188361.008;21.377;0.008;0.010;1.218;22;2024-09-04;11:40:04
controle3-3;?;205781.954;188361.570;21.275;0.008;0.010;1.328;21;2024-09-04;11:40:24
controle3-4;?;205781.457;188362.624;21.315;0.007;0.011;1.221;22;2024-09-04;11:40:43
controle3-5;?;205781.100;188363.380;21.440;0.007;0.011;1.136;23;2024-09-04;11:40:59
controle3-6;?;205785.639;188361.216;21.774;0.007;0.010;1.139;23;2024-09-04;11:41:44
controle3-7;?;205785.283;188362.042;21.539;0.007;0.010;1.140;23;2024-09-04;11:42:06
controle3-8;?;205784.708;188362.766;21.389;0.007;0.009;1.142;23;2024-09-04;11:42:36
controle3-9;?;205784.345;188363.825;21.400;0.007;0.009;1.228;22;2024-09-04;11:42:54
controle3-10;?;205783.865;188364.522;21.427;0.007;0.009;1.232;22;2024-09-04;11:44:00
controle3-11;?;205788.670;188363.058;21.693;0.007;0.010;1.234;22;2024-09-04;11:44:59
controle3-12;?;205788.314;188363.802;21.353;0.007;0.010;1.235;22;2024-09-04;11:45:14
controle3-13;?;205787.844;188364.495;21.314;0.007;0.010;1.151;23;2024-09-04;11:45:29
controle3-14;?;205787.344;188365.311;21.401;0.007;0.009;1.236;22;2024-09-04;11:45:44
controle3-15;?;205787.214;188365.990;21.534;0.007;0.009;1.152;23;2024-09-04;11:45:56
controle3-16;?;205791.496;188364.308;21.577;0.007;0.009;1.153;23;2024-09-04;11:46:23
controle3-17;?;205791.085;188365.109;21.318;0.007;0.009;1.154;23;2024-09-04;11:46:38
controle3-18;?;205790.621;188365.854;21.427;0.007;0.010;1.064;24;2024-09-04;11:46:54
controle3-19;?;205790.197;188366.648;21.449;0.007;0.010;1.065;24;2024-09-04;11:47:09
controle3-20;?;205789.873;188367.252;21.526;0.008;0.010;1.065;24;2024-09-04;11:47:21
controle3-21;?;205794.484;188365.672;21.684;0.007;0.009;1.066;24;2024-09-04;11:47:53
controle3-22;?;205794.040;188366.391;21.532;0.007;0.009;1.067;24;2024-09-04;11:48:07
controle3-23;?;205793.526;188367.206;21.414;0.007;0.009;1.067;24;2024-09-04;11:48:21
controle3-24;?;205793.133;188368.061;21.495;0.007;0.009;1.068;24;2024-09-04;11:48:34
controle3-25;?;205792.725;188368.642;21.547;0.007;0.010;1.068;24;2024-09-04;11:48:48
controle3-26;?;205797.343;188367.737;21.723;0.007;0.009;1.069;24;2024-09-04;11:49:16
controle3-27;?;205796.923;188368.434;21.446;0.007;0.009;1.069;24;2024-09-04;11:49:30
controle3-28;?;205796.325;188369.123;21.468;0.007;0.009;1.069;24;2024-09-04;11:49:44
controle3-29;?;205795.792;188369.819;21.469;0.007;0.009;1.070;24;2024-09-04;11:50:00
controle3-30;?;205795.408;188370.577;21.502;0.007;0.009;1.070;24;2024-09-04;11:50:13
controle3-31;?;205800.119;188369.415;21.796;0.007;0.008;1.071;24;2024-09-04;11:50:44
controle3-32;?;205799.957;188370.216;21.567;0.007;0.008;1.071;24;2024-09-04;11:50:58
controle3-33;?;205799.369;188371.033;21.613;0.007;0.009;1.072;24;2024-09-04;11:51:12
controle3-34;?;205798.631;188371.866;21.574;0.007;0.009;1.072;24;2024-09-04;11:51:29
controle3-35;?;205798.323;188372.494;21.500;0.007;0.010;1.072;24;2024-09-04;11:51:42
controle3-36;?;205803.162;188370.617;21.846;0.007;0.009;1.073;24;2024-09-04;11:52:14
controle3-37;?;205802.541;188371.368;21.585;0.007;0.009;1.073;24;2024-09-04;11:52:34
controle3-38;?;205801.939;188372.235;21.520;0.008;0.010;1.073;24;2024-09-04;11:52:49
controle3-39;?;205801.498;188373.120;21.525;0.008;0.010;1.074;24;2024-09-04;11:53:03
controle3-40;?;205801.014;188374.042;21.577;0.008;0.010;1.074;24;2024-09-04;11:53:18
controle3-41;?;205805.945;188372.585;21.775;0.008;0.010;1.074;24;2024-09-04;11:53:52
controle3-42;?;205805.723;188373.311;21.622;0.008;0.010;1.132;23;2024-09-04;11:54:05
controle3-43;?;205805.062;188374.114;21.537;0.007;0.009;1.075;24;2024-09-04;11:54:20
controle3-44;?;205804.450;188374.990;21.646;0.007;0.009;1.075;24;2024-09-04;11:54:35
controle3-45;?;205803.909;188375.696;21.630;0.007;0.009;1.075;24;2024-09-04;11:54:50
controle3-46;?;205808.579;188374.119;21.730;0.008;0.010;1.075;24;2024-09-04;11:55:27
controle3-47;?;205808.280;188375.044;21.556;0.008;0.010;1.075;24;2024-09-04;11:55:41
controle3-48;?;205807.531;188375.894;21.674;0.008;0.011;1.075;24;2024-09-04;11:55:55
controle3-49;?;205807.100;188376.662;21.593;0.008;0.011;1.075;24;2024-09-04;11:56:11
controle3-50;?;205806.469;188377.375;21.561;0.008;0.011;1.075;24;2024-09-04;11:56:27
controle3-51;?;205811.366;188375.952;21.768;0.008;0.011;1.075;24;2024-09-04;11:57:00
controle3-52;?;205810.924;188376.829;21.509;0.008;0.011;1.075;24;2024-09-04;11:57:14
controle3-53;?;205810.193;188377.674;21.527;0.009;0.012;1.075;24;2024-09-04;11:57:29
